Region,cluster_label,urbanisation_degree,education_level,age_class,sex,commute_bin,percentage
Türkiye,Low-HO,Total,ISCED 3–4,15-34,male,percentage_30_44,25.59
Ireland,Mid-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_30_44,26.06
Spain,Low-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_30_44,16.13
Czechia,Low-HO,Cities,ISCED 3–4,50-74,male,percentage_30_44,3.86
Italy,Low-HO,Rural areas,ISCED 3–4,15-34,male,percentage_30_44,22.90
Finland,High-HO,Rural areas,ISCED 3–4,15-34,male,percentage_30_44,19.08
Hungary,Low-HO,Total,All ISCED 2011 levels,50-74,male,percentage_30_44,25.44
Germany,Mid-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_30_44,19.33
Estonia,Mid-HO,Total,All ISCED 2011 levels,50-74,male,percentage_30_44,20.28
Netherlands,High-HO,Towns and suburbs,ISCED 0–2,50-74,female,percentage_30_44,15.44
Cyprus,Low-HO,Total,ISCED 5–8,35-49,female,percentage_30_44,17.55
Spain,Low-HO,Towns and suburbs,ISCED 0–2,35-49,male,percentage_30_44,16.38
Czechia,Low-HO,Total,All ISCED 2011 levels,50-74,female,percentage_30_44,20.49
Slovakia,Low-HO,Towns and suburbs,ISCED 3–4,50-74,female,percentage_30_44,11.96
Greece,Low-HO,Rural areas,ISCED 3–4,35-49,male,percentage_30_44,8.46
Romania,Low-HO,Cities,ISCED 5–8,35-49,male,percentage_30_44,40.81
Poland,Mid-HO,Total,ISCED 5–8,15-34,male,percentage_30_44,29.67
France,Mid-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_30_44,17.88
France,Mid-HO,Total,ISCED 0–2,50-74,female,percentage_30_44,13.03
Poland,Mid-HO,Cities,ISCED 3–4,15-34,male,percentage_30_44,34.44
Finland,High-HO,Total,ISCED 3–4,15-34,female,percentage_30_44,21.92
Ireland,Mid-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_30_44,19.68
Poland,Mid-HO,Rural areas,ISCED 5–8,35-49,female,percentage_30_44,55.32
Sweden,High-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_30_44,27.70
Croatia,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,female,percentage_30_44,20.06
Türkiye,Low-HO,Total,ISCED 3–4,50-74,male,percentage_30_44,18.58
Denmark,High-HO,Rural areas,ISCED 5–8,50-74,male,percentage_30_44,20.47
Croatia,Low-HO,Rural areas,ISCED 3–4,15-34,male,percentage_30_44,33.57
Hungary,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,male,percentage_30_44,24.21
Austria,Mid-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_30_44,18.96
Slovakia,Low-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_30_44,23.96
France,Mid-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_30_44,12.12
Italy,Low-HO,Total,All ISCED 2011 levels,35-49,male,percentage_30_44,18.33
Denmark,High-HO,Total,ISCED 0–2,15-34,male,percentage_30_44,16.13
Hungary,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_30_44,46.34
Croatia,Low-HO,Total,ISCED 3–4,35-49,male,percentage_30_44,2.61
Poland,Mid-HO,Cities,ISCED 5–8,50-74,male,percentage_30_44,30.86
Italy,Low-HO,Rural areas,ISCED 3–4,35-49,female,percentage_30_44,12.24
Austria,Mid-HO,Towns and suburbs,ISCED 0–2,15-34,male,percentage_30_44,26.34
Czechia,Low-HO,Towns and suburbs,ISCED 5–8,15-34,male,percentage_30_44,22.97
Ireland,Mid-HO,Total,All ISCED 2011 levels,35-49,male,percentage_30_44,25.00
Slovenia,Mid-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_30_44,21.40
Spain,Low-HO,Total,ISCED 5–8,15-34,male,percentage_30_44,34.42
Romania,Low-HO,Rural areas,ISCED 0–2,15-34,male,percentage_30_44,20.67
Ireland,Mid-HO,Towns and suburbs,ISCED 5–8,15-34,female,percentage_30_44,29.09
Croatia,Low-HO,Rural areas,ISCED 3–4,15-34,female,percentage_30_44,13.19
Romania,Low-HO,Rural areas,ISCED 0–2,50-74,female,percentage_30_44,7.78
Slovenia,Mid-HO,Total,All ISCED 2011 levels,35-49,male,percentage_30_44,20.20
Germany,Mid-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_30_44,22.51
Belgium,High-HO,Cities,ISCED 0–2,15-34,male,percentage_30_44,24.13
Netherlands,High-HO,Cities,ISCED 0–2,15-34,male,percentage_30_44,13.16
Belgium,High-HO,Total,All ISCED 2011 levels,50-74,male,percentage_30_44,23.41
Italy,Low-HO,Total,ISCED 3–4,15-34,female,percentage_30_44,15.96
Italy,Low-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_30_44,18.03
Bulgaria,Low-HO,Cities,ISCED 3–4,50-74,female,percentage_30_44,34.43
Ireland,Mid-HO,Total,ISCED 3–4,50-74,male,percentage_30_44,17.50
Romania,Low-HO,Towns and suburbs,ISCED 5–8,35-49,male,percentage_30_44,37.07
Poland,Mid-HO,Rural areas,ISCED 0–2,15-34,male,percentage_30_44,20.43
Belgium,High-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_30_44,18.85
Belgium,High-HO,Cities,ISCED 5–8,15-34,male,percentage_30_44,24.15
Croatia,Low-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_30_44,25.82
Hungary,Low-HO,Total,ISCED 0–2,50-74,male,percentage_30_44,30.53
Belgium,High-HO,Cities,ISCED 0–2,50-74,male,percentage_30_44,7.06
Türkiye,Low-HO,No response,All ISCED 2011 levels,15-34,male,percentage_30_44,26.90
Slovakia,Low-HO,Cities,ISCED 5–8,35-49,female,percentage_30_44,33.86
Türkiye,Low-HO,No response,ISCED 3–4,15-34,male,percentage_30_44,25.59
Finland,High-HO,Cities,ISCED 5–8,15-34,male,percentage_30_44,31.66
Italy,Low-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_30_44,16.58
Spain,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,male,percentage_30_44,16.84
Netherlands,High-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_30_44,19.42
Slovakia,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,male,percentage_30_44,2.06
Estonia,Mid-HO,Total,ISCED 5–8,50-74,male,percentage_30_44,22.60
France,Mid-HO,Total,ISCED 3–4,15-34,male,percentage_30_44,20.32
Portugal,Mid-HO,Cities,ISCED 3–4,35-49,female,percentage_30_44,26.52
Poland,Mid-HO,Cities,ISCED 5–8,35-49,male,percentage_30_44,32.86
Netherlands,High-HO,Cities,ISCED 0–2,50-74,male,percentage_30_44,17.76
Hungary,Low-HO,Total,ISCED 3–4,15-34,female,percentage_30_44,28.70
Italy,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_30_44,11.03
Czechia,Low-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_30_44,34.33
Greece,Low-HO,Towns and suburbs,ISCED 0–2,50-74,male,percentage_30_44,14.07
Czechia,Low-HO,Cities,ISCED 5–8,50-74,female,percentage_30_44,3.46
Romania,Low-HO,Total,ISCED 0–2,35-49,male,percentage_30_44,22.84
Slovenia,Mid-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_30_44,2.40
Croatia,Low-HO,Rural areas,ISCED 3–4,50-74,male,percentage_30_44,24.61
Greece,Low-HO,Cities,ISCED 3–4,35-49,male,percentage_30_44,23.61
Hungary,Low-HO,Rural areas,ISCED 0–2,35-49,male,percentage_30_44,35.49
Estonia,Mid-HO,Total,ISCED 5–8,35-49,female,percentage_30_44,24.13
Sweden,High-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_30_44,23.65
Romania,Low-HO,Total,ISCED 3–4,15-34,male,percentage_30_44,29.71
Germany,Mid-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_30_44,18.82
Czechia,Low-HO,Total,ISCED 3–4,35-49,female,percentage_30_44,21.55
Spain,Low-HO,Rural areas,ISCED 5–8,15-34,female,percentage_30_44,18.32
France,Mid-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_30_44,18.19
Greece,Low-HO,Total,ISCED 5–8,50-74,male,percentage_30_44,23.94
Slovenia,Mid-HO,Total,All ISCED 2011 levels,50-74,female,percentage_30_44,16.76
Ireland,Mid-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_30_44,14.65
Romania,Low-HO,Rural areas,ISCED 3–4,35-49,male,percentage_30_44,4.57
Lithuania,Low-HO,Rural areas,ISCED 3–4,35-49,female,percentage_30_44,17.39
Austria,Mid-HO,Rural areas,ISCED 5–8,15-34,male,percentage_30_44,34.84
Greece,Low-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_30_44,14.93
Latvia,Low-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_30_44,15.74
Croatia,Low-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_30_44,42.14
Italy,Low-HO,Towns and suburbs,ISCED 0–2,35-49,male,percentage_30_44,14.27
Belgium,High-HO,Towns and suburbs,ISCED 0–2,35-49,female,percentage_30_44,20.89
Slovenia,Mid-HO,Towns and suburbs,All ISCED 2011 levels,35-49,male,percentage_30_44,2.72
Greece,Low-HO,Cities,ISCED 0–2,35-49,male,percentage_30_44,24.51
Türkiye,Low-HO,Total,All ISCED 2011 levels,15-34,female,percentage_30_44,24.80
Portugal,Mid-HO,Towns and suburbs,ISCED 0–2,35-49,male,percentage_30_44,13.59
Portugal,Mid-HO,Total,ISCED 5–8,15-34,male,percentage_30_44,25.02
Denmark,High-HO,Total,All ISCED 2011 levels,15-34,male,percentage_30_44,22.47
France,Mid-HO,Cities,ISCED 5–8,50-74,female,percentage_30_44,3.12
Spain,Low-HO,Total,ISCED 3–4,50-74,male,percentage_30_44,16.32
Bulgaria,Low-HO,Total,ISCED 0–2,35-49,male,percentage_30_44,8.50
Slovenia,Mid-HO,Rural areas,ISCED 3–4,35-49,female,percentage_30_44,2.60
Belgium,High-HO,Total,ISCED 5–8,15-34,male,percentage_30_44,2.62
Türkiye,Low-HO,No response,All ISCED 2011 levels,35-49,female,percentage_30_44,17.50
Finland,High-HO,Rural areas,ISCED 5–8,50-74,female,percentage_30_44,18.79
Netherlands,High-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_30_44,22.35
Germany,Mid-HO,Total,All ISCED 2011 levels,50-74,female,percentage_30_44,16.83
Spain,Low-HO,Cities,ISCED 5–8,35-49,female,percentage_30_44,31.48
Hungary,Low-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_30_44,36.18
Austria,Mid-HO,Towns and suburbs,ISCED 5–8,15-34,male,percentage_30_44,21.15
Spain,Low-HO,Towns and suburbs,All ISCED 2011 levels,15-34,female,percentage_30_44,1.99
Slovenia,Mid-HO,Total,All ISCED 2011 levels,15-34,female,percentage_30_44,21.35
Croatia,Low-HO,Rural areas,ISCED 3–4,50-74,female,percentage_30_44,17.89
Finland,High-HO,Rural areas,ISCED 3–4,50-74,male,percentage_30_44,13.26
Slovakia,Low-HO,Rural areas,ISCED 5–8,35-49,female,percentage_30_44,20.84
Sweden,High-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_30_44,26.20
Spain,Low-HO,Total,All ISCED 2011 levels,35-49,female,percentage_30_44,18.35
Finland,High-HO,Total,ISCED 0–2,35-49,male,percentage_30_44,31.63
Ireland,Mid-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_30_44,20.65
Belgium,High-HO,Total,All ISCED 2011 levels,15-34,female,percentage_30_44,20.16
Portugal,Mid-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_30_44,17.36
Finland,High-HO,Total,ISCED 3–4,15-34,male,percentage_30_44,26.99
Netherlands,High-HO,Towns and suburbs,ISCED 3–4,15-34,male,percentage_30_44,18.56
Spain,Low-HO,Total,All ISCED 2011 levels,35-49,male,percentage_30_44,26.53
Czechia,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_30_44,30.85
Türkiye,Low-HO,Total,ISCED 0–2,50-74,male,percentage_30_44,17.90
Romania,Low-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_30_44,20.98
Hungary,Low-HO,Towns and suburbs,ISCED 0–2,35-49,male,percentage_30_44,28.35
Denmark,High-HO,Total,All ISCED 2011 levels,15-34,female,percentage_30_44,20.12
Hungary,Low-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_30_44,28.10
Spain,Low-HO,Rural areas,ISCED 3–4,35-49,female,percentage_30_44,12.47
Italy,Low-HO,Total,ISCED 0–2,50-74,female,percentage_30_44,11.02
Slovakia,Low-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_30_44,26.01
Sweden,High-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_30_44,26.96
Greece,Low-HO,Cities,ISCED 3–4,50-74,male,percentage_30_44,20.04
Latvia,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,male,percentage_30_44,17.99
Italy,Low-HO,Cities,ISCED 0–2,35-49,male,percentage_30_44,22.27
Netherlands,High-HO,Total,ISCED 0–2,50-74,male,percentage_30_44,15.89
Hungary,Low-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_30_44,18.22
Germany,Mid-HO,Total,ISCED 5–8,15-34,female,percentage_30_44,27.18
Netherlands,High-HO,Rural areas,ISCED 5–8,50-74,female,percentage_30_44,26.40
Italy,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,male,percentage_30_44,15.28
Bulgaria,Low-HO,Rural areas,ISCED 3–4,35-49,male,percentage_30_44,24.27
Italy,Low-HO,Rural areas,ISCED 3–4,50-74,male,percentage_30_44,20.78
Hungary,Low-HO,Rural areas,ISCED 3–4,35-49,male,percentage_30_44,24.97
Greece,Low-HO,Total,ISCED 0–2,50-74,female,percentage_30_44,6.94
Bulgaria,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_30_44,1.89
Romania,Low-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_30_44,41.75
Finland,High-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_30_44,24.05
Belgium,High-HO,Cities,ISCED 5–8,50-74,male,percentage_30_44,17.35
Poland,Mid-HO,Total,ISCED 5–8,50-74,male,percentage_30_44,23.17
Türkiye,Low-HO,No response,All ISCED 2011 levels,50-74,male,percentage_30_44,28.03
Greece,Low-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_30_44,4.15
Ireland,Mid-HO,Towns and suburbs,ISCED 5–8,35-49,male,percentage_30_44,22.28
Czechia,Low-HO,Cities,ISCED 3–4,50-74,female,percentage_30_44,28.53
Czechia,Low-HO,Rural areas,ISCED 5–8,15-34,female,percentage_30_44,30.69
Finland,High-HO,Rural areas,ISCED 5–8,35-49,female,percentage_30_44,29.62
Italy,Low-HO,Towns and suburbs,ISCED 5–8,50-74,female,percentage_30_44,14.34
Romania,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_30_44,5.76
Estonia,Mid-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_30_44,3.39
Germany,Mid-HO,Towns and suburbs,ISCED 5–8,15-34,female,percentage_30_44,29.51
Greece,Low-HO,Rural areas,All ISCED 2011 levels,50-74,male,percentage_30_44,7.20
Austria,Mid-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_30_44,12.68
Poland,Mid-HO,Cities,ISCED 0–2,15-34,male,percentage_30_44,27.25
Poland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_30_44,17.00
Türkiye,Low-HO,Total,ISCED 3–4,35-49,female,percentage_30_44,18.63
Slovakia,Low-HO,Towns and suburbs,ISCED 3–4,35-49,male,percentage_30_44,20.25
Germany,Mid-HO,Total,ISCED 5–8,35-49,male,percentage_30_44,3.15
Austria,Mid-HO,Rural areas,ISCED 0–2,15-34,male,percentage_30_44,17.68
Greece,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_30_44,23.36
Ireland,Mid-HO,Total,ISCED 5–8,50-74,female,percentage_30_44,22.49
Croatia,Low-HO,Rural areas,ISCED 3–4,35-49,female,percentage_30_44,16.07
France,Mid-HO,Cities,ISCED 3–4,35-49,female,percentage_30_44,19.10
Belgium,High-HO,Total,All ISCED 2011 levels,50-74,female,percentage_30_44,27.32
France,Mid-HO,Total,ISCED 0–2,35-49,female,percentage_30_44,29.44
Netherlands,High-HO,Rural areas,ISCED 0–2,50-74,male,percentage_30_44,20.26
Türkiye,Low-HO,Total,ISCED 5–8,50-74,male,percentage_30_44,20.86
Romania,Low-HO,Total,All ISCED 2011 levels,50-74,female,percentage_30_44,23.49
Finland,High-HO,Total,ISCED 3–4,50-74,female,percentage_30_44,17.37
Poland,Mid-HO,Total,All ISCED 2011 levels,50-74,female,percentage_30_44,22.03
Ireland,Mid-HO,Rural areas,ISCED 3–4,35-49,female,percentage_30_44,21.16
Estonia,Mid-HO,Total,All ISCED 2011 levels,50-74,female,percentage_30_44,2.40
Romania,Low-HO,Total,All ISCED 2011 levels,15-34,male,percentage_30_44,28.74
Hungary,Low-HO,Rural areas,ISCED 0–2,50-74,female,percentage_30_44,26.19
Portugal,Mid-HO,Total,ISCED 5–8,50-74,female,percentage_30_44,17.36
Latvia,Low-HO,Towns and suburbs,All ISCED 2011 levels,50-74,female,percentage_30_44,3.69
Portugal,Mid-HO,Cities,ISCED 0–2,35-49,male,percentage_30_44,23.02
Germany,Mid-HO,Total,ISCED 3–4,15-34,female,percentage_30_44,21.20
Hungary,Low-HO,Towns and suburbs,ISCED 3–4,50-74,male,percentage_30_44,2.62
Slovakia,Low-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_30_44,22.29
Czechia,Low-HO,Total,All ISCED 2011 levels,15-34,male,percentage_30_44,25.86
Lithuania,Low-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_30_44,25.28
Croatia,Low-HO,Total,All ISCED 2011 levels,35-49,male,percentage_30_44,23.28
France,Mid-HO,Cities,ISCED 5–8,35-49,female,percentage_30_44,22.76
Finland,High-HO,Rural areas,ISCED 3–4,35-49,female,percentage_30_44,15.58
Austria,Mid-HO,Total,ISCED 3–4,15-34,female,percentage_30_44,20.01
Poland,Mid-HO,Towns and suburbs,ISCED 5–8,35-49,male,percentage_30_44,23.18
Netherlands,High-HO,Cities,ISCED 5–8,35-49,male,percentage_30_44,25.32
Romania,Low-HO,Cities,ISCED 3–4,35-49,female,percentage_30_44,41.55
Spain,Low-HO,Towns and suburbs,ISCED 5–8,15-34,female,percentage_30_44,2.26
Spain,Low-HO,Cities,ISCED 3–4,50-74,male,percentage_30_44,18.82
France,Mid-HO,Rural areas,ISCED 5–8,35-49,male,percentage_30_44,27.21
Sweden,High-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_30_44,20.44
Denmark,High-HO,Total,All ISCED 2011 levels,50-74,female,percentage_30_44,30.18
Netherlands,High-HO,Towns and suburbs,ISCED 3–4,15-34,female,percentage_30_44,13.08
Belgium,High-HO,Rural areas,ISCED 5–8,35-49,female,percentage_30_44,24.79
Austria,Mid-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_30_44,18.96
Austria,Mid-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_30_44,31.83
Bulgaria,Low-HO,Cities,ISCED 5–8,50-74,female,percentage_30_44,43.00
Italy,Low-HO,Total,ISCED 3–4,15-34,male,percentage_30_44,16.05
Finland,High-HO,Total,ISCED 5–8,15-34,male,percentage_30_44,24.98
Italy,Low-HO,Rural areas,All ISCED 2011 levels,15-34,female,percentage_30_44,19.37
Ireland,Mid-HO,Rural areas,ISCED 3–4,50-74,female,percentage_30_44,24.92
Netherlands,High-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_30_44,23.69
Italy,Low-HO,Rural areas,ISCED 5–8,35-49,male,percentage_30_44,19.18
Poland,Mid-HO,Total,ISCED 0–2,50-74,female,percentage_30_44,17.28
Spain,Low-HO,Cities,ISCED 5–8,35-49,male,percentage_30_44,22.83
France,Mid-HO,Cities,ISCED 5–8,15-34,female,percentage_30_44,25.30
Denmark,High-HO,Towns and suburbs,ISCED 0–2,15-34,male,percentage_30_44,17.78
Bulgaria,Low-HO,Rural areas,All ISCED 2011 levels,35-49,male,percentage_30_44,23.82
Ireland,Mid-HO,Cities,ISCED 5–8,50-74,male,percentage_30_44,28.65
Italy,Low-HO,Towns and suburbs,ISCED 5–8,50-74,male,percentage_30_44,16.15
Austria,Mid-HO,Total,ISCED 3–4,50-74,male,percentage_30_44,19.16
Lithuania,Low-HO,Total,All ISCED 2011 levels,15-34,female,percentage_30_44,25.37
Portugal,Mid-HO,Cities,ISCED 3–4,35-49,male,percentage_30_44,29.11
Belgium,High-HO,Total,All ISCED 2011 levels,35-49,female,percentage_30_44,20.16
Spain,Low-HO,Rural areas,ISCED 5–8,15-34,male,percentage_30_44,18.60
Estonia,Mid-HO,Total,All ISCED 2011 levels,15-34,male,percentage_30_44,21.19
Lithuania,Low-HO,Towns and suburbs,All ISCED 2011 levels,35-49,female,percentage_30_44,16.42
Hungary,Low-HO,Cities,All ISCED 2011 levels,15-34,female,percentage_30_44,39.58
Finland,High-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_30_44,28.28
Netherlands,High-HO,Cities,ISCED 5–8,50-74,female,percentage_30_44,26.08
Finland,High-HO,Cities,ISCED 5–8,35-49,male,percentage_30_44,32.07
Ireland,Mid-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_30_44,20.19
Ireland,Mid-HO,Total,ISCED 3–4,15-34,female,percentage_30_44,18.39
Sweden,High-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_30_44,3.82
Estonia,Mid-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_30_44,2.77
Italy,Low-HO,Total,All ISCED 2011 levels,15-34,female,percentage_30_44,17.55
Slovakia,Low-HO,Rural areas,ISCED 3–4,50-74,female,percentage_30_44,20.70
Lithuania,Low-HO,Cities,All ISCED 2011 levels,35-49,male,percentage_30_44,3.89
Italy,Low-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_30_44,13.27
Poland,Mid-HO,Rural areas,ISCED 0–2,35-49,female,percentage_30_44,23.23
Türkiye,Low-HO,Total,ISCED 5–8,15-34,female,percentage_30_44,27.49
France,Mid-HO,Rural areas,ISCED 3–4,50-74,male,percentage_30_44,16.01
Austria,Mid-HO,Towns and suburbs,ISCED 5–8,15-34,female,percentage_30_44,24.15
Sweden,High-HO,Cities,All ISCED 2011 levels,50-74,female,percentage_30_44,23.47
Poland,Mid-HO,Rural areas,All ISCED 2011 levels,35-49,female,percentage_30_44,25.62
Romania,Low-HO,Cities,All ISCED 2011 levels,50-74,male,percentage_30_44,38.12
Greece,Low-HO,Rural areas,ISCED 3–4,35-49,female,percentage_30_44,12.22
Slovenia,Mid-HO,Rural areas,ISCED 3–4,35-49,male,percentage_30_44,3.62
Romania,Low-HO,Total,ISCED 3–4,15-34,female,percentage_30_44,28.01
Croatia,Low-HO,Total,ISCED 3–4,50-74,female,percentage_30_44,17.70
Latvia,Low-HO,Cities,All ISCED 2011 levels,35-49,female,percentage_30_44,39.33
Lithuania,Low-HO,Total,ISCED 5–8,15-34,female,percentage_30_44,30.46
Germany,Mid-HO,Towns and suburbs,ISCED 3–4,35-49,female,percentage_30_44,2.88
Croatia,Low-HO,Cities,ISCED 3–4,15-34,male,percentage_30_44,3.91
Sweden,High-HO,Total,ISCED 5–8,15-34,male,percentage_30_44,2.59
Hungary,Low-HO,Towns and suburbs,ISCED 5–8,35-49,female,percentage_30_44,17.78
Czechia,Low-HO,Cities,ISCED 3–4,35-49,male,percentage_30_44,4.87
Austria,Mid-HO,Total,All ISCED 2011 levels,50-74,female,percentage_30_44,15.08
Portugal,Mid-HO,Total,ISCED 5–8,50-74,male,percentage_30_44,21.36
Sweden,High-HO,Total,All ISCED 2011 levels,35-49,male,percentage_30_44,31.26
Italy,Low-HO,Cities,All ISCED 2011 levels,15-34,male,percentage_30_44,21.91
Poland,Mid-HO,Towns and suburbs,ISCED 3–4,35-49,male,percentage_30_44,20.86
Netherlands,High-HO,Rural areas,All ISCED 2011 levels,15-34,male,percentage_30_44,1.67
