"percentage_0","percentage_1_14","percentage_15_29","percentage_30_44","percentage_under45","percentage_45_59","percentage_60","percentage_over45","Region","cluster_label","urbanisation_degree","education_level","age_class","sex"
0.17,34.45,33.18,21.03,88.83,3.19,7.98,11.17,Spain,Low-HO,Total,ISCED 0–2,"15-34",male
11.80,14.67,23.48,19.09,69.04,12.72,18.24,30.96,Netherlands,High-HO,Total,ISCED 5–8,"50-74",male
0.00,20.27,35.93,29.03,85.23,6.37,8.41,14.78,Bulgaria,Low-HO,Rural areas,All ISCED 2011 levels,"15-34",male
0.00,26.00,45.54,20.98,92.52,7.48,0.00,7.48,Romania,Low-HO,Towns and suburbs,ISCED 5–8,"35-49",female
5.31,20.83,34.17,26.25,86.56,4.97,8.48,13.45,Poland,Mid-HO,Total,All ISCED 2011 levels,"35-49",male
7.01,35.25,5.68,33.45,81.39,10.84,7.77,18.61,Finland,High-HO,Total,ISCED 5–8,"35-49",female
0.00,38.55,32.16,2.86,73.57,9.25,17.18,26.43,Denmark,High-HO,Towns and suburbs,ISCED 3–4,"15-34",male
0.87,39.09,28.49,18.80,87.25,3.44,9.31,12.75,Italy,Low-HO,Cities,ISCED 3–4,"35-49",female
4.07,4.98,59.68,3.72,72.45,10.54,17.01,27.55,Ireland,Mid-HO,Total,All ISCED 2011 levels,"15-34",female
0.00,28.39,40.29,21.93,90.61,4.85,4.55,9.40,France,Mid-HO,Rural areas,All ISCED 2011 levels,"15-34",female
3.83,25.47,40.38,24.14,93.82,2.61,3.57,6.18,Lithuania,Low-HO,Total,All ISCED 2011 levels,"50-74",female
0.00,28.82,36.24,24.67,89.73,0.00,10.26,10.26,Ireland,Mid-HO,Cities,ISCED 3–4,"15-34",female
0.00,37.09,40.11,22.80,100.00,0.00,0.00,0.00,Croatia,Low-HO,Towns and suburbs,ISCED 3–4,"15-34",female
7.68,11.86,5.63,56.35,81.52,11.18,7.30,18.48,Bulgaria,Low-HO,Cities,ISCED 3–4,"35-49",male
4.59,0.97,35.74,44.54,85.84,9.36,4.81,14.17,Bulgaria,Low-HO,Cities,All ISCED 2011 levels,"35-49",male
7.10,21.10,28.01,21.89,78.10,8.28,13.61,21.89,Czechia,Low-HO,Rural areas,ISCED 5–8,"50-74",male
4.54,13.38,27.29,33.66,78.87,8.87,12.27,21.14,Czechia,Low-HO,Total,ISCED 5–8,"35-49",male
0.00,41.90,35.54,22.56,100.00,0.00,0.00,0.00,Germany,Mid-HO,Towns and suburbs,ISCED 0–2,"15-34",male
0.53,28.24,38.15,23.35,90.27,3.44,6.30,9.74,Poland,Mid-HO,Total,All ISCED 2011 levels,"35-49",female
0.00,10.33,86.51,3.16,100.00,0.00,0.00,0.00,Greece,Low-HO,Total,ISCED 0–2,"35-49",male
4.25,7.53,45.01,24.95,81.74,6.55,11.70,18.25,Spain,Low-HO,Rural areas,All ISCED 2011 levels,"35-49",female
0.43,27.46,36.68,22.70,87.27,7.30,5.43,12.73,Finland,High-HO,Total,All ISCED 2011 levels,"35-49",male
6.76,31.68,29.51,18.59,86.54,7.36,6.10,13.46,Austria,Mid-HO,Total,ISCED 5–8,"50-74",female
0.00,4.43,33.98,39.47,77.88,15.31,6.82,22.13,Romania,Low-HO,Cities,ISCED 5–8,"15-34",female
7.54,21.08,29.65,17.35,75.62,10.18,14.20,24.38,Netherlands,High-HO,Rural areas,All ISCED 2011 levels,"35-49",male
0.00,25.26,46.05,28.68,99.99,0.00,0.00,0.00,Finland,High-HO,Cities,ISCED 3–4,"35-49",female
12.51,61.78,3.59,14.45,92.33,0.00,7.66,7.66,Austria,Mid-HO,Rural areas,ISCED 3–4,"50-74",female
0.00,12.90,40.00,31.96,84.86,15.14,0.00,15.14,Croatia,Low-HO,Cities,ISCED 5–8,"35-49",male
10.46,18.70,32.60,19.74,81.50,6.55,11.96,18.51,Belgium,High-HO,Cities,All ISCED 2011 levels,"50-74",male
11.03,37.22,39.17,2.04,89.46,0.77,9.76,10.53,France,Mid-HO,Total,ISCED 3–4,"50-74",male
0.39,24.61,31.28,27.30,83.58,7.51,8.91,16.42,Romania,Low-HO,Rural areas,All ISCED 2011 levels,"35-49",male
0.00,21.50,36.59,22.81,80.90,9.68,9.41,19.09,Sweden,High-HO,Cities,All ISCED 2011 levels,"15-34",male
1.50,47.26,28.67,13.50,90.93,2.63,6.44,9.07,Italy,Low-HO,Total,ISCED 3–4,"35-49",female
15.19,5.00,40.37,25.34,85.90,3.39,10.70,14.09,Poland,Mid-HO,Rural areas,ISCED 3–4,"50-74",male
0.00,13.44,33.92,39.72,87.08,8.15,4.77,12.92,Bulgaria,Low-HO,Total,ISCED 5–8,"50-74",male
0.00,26.23,49.65,24.12,100.00,0.00,0.00,0.00,Bulgaria,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",male
5.57,35.79,36.19,16.17,93.72,5.73,0.55,6.28,Finland,High-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",female
1.64,43.90,39.46,15.00,100.00,0.00,0.00,0.00,France,Mid-HO,Rural areas,ISCED 3–4,"50-74",female
0.00,24.63,35.63,18.91,79.17,9.82,11.00,20.82,Belgium,High-HO,Cities,ISCED 0–2,"35-49",male
7.24,25.57,34.35,2.42,69.58,13.93,16.49,30.42,Netherlands,High-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
0.00,23.35,38.06,23.45,84.86,6.92,8.22,15.14,Denmark,High-HO,Cities,All ISCED 2011 levels,"15-34",female
0.00,40.63,35.52,15.23,91.38,5.85,2.77,8.62,Greece,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
11.68,3.49,44.08,22.06,81.31,8.51,10.18,18.69,Netherlands,High-HO,Cities,All ISCED 2011 levels,"50-74",female
0.00,20.68,28.27,29.91,78.86,5.61,15.54,21.15,Hungary,Low-HO,Total,ISCED 0–2,"15-34",male
15.46,29.82,3.48,22.77,71.53,12.73,15.74,28.47,Netherlands,High-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
0.00,39.13,30.27,18.23,87.63,0.00,12.37,12.37,Denmark,High-HO,Rural areas,ISCED 0–2,"15-34",male
0.00,18.92,53.99,27.09,100.00,0.00,0.00,0.00,Lithuania,Low-HO,Cities,ISCED 3–4,"50-74",female
2.83,19.42,34.71,24.13,81.09,8.83,10.08,18.91,France,Mid-HO,Total,ISCED 5–8,"15-34",female
0.00,10.33,31.20,48.24,89.77,10.22,0.00,10.22,Bulgaria,Low-HO,Cities,ISCED 5–8,"50-74",male
5.01,23.75,42.92,2.44,74.12,14.07,11.81,25.88,Netherlands,High-HO,Cities,ISCED 3–4,"35-49",male
0.00,31.71,46.04,22.26,100.01,0.00,0.00,0.00,Slovenia,Mid-HO,Cities,All ISCED 2011 levels,"35-49",female
0.00,4.95,74.62,20.43,100.00,0.00,0.00,0.00,Cyprus,Low-HO,Total,All ISCED 2011 levels,"15-34",male
0.00,58.15,29.93,11.92,100.00,0.00,0.00,0.00,Denmark,High-HO,Rural areas,ISCED 0–2,"15-34",female
0.00,21.85,40.14,28.27,90.26,9.74,0.00,9.74,Denmark,High-HO,Towns and suburbs,ISCED 5–8,"50-74",female
0.00,23.23,38.64,23.99,85.86,0.00,14.14,14.14,Slovakia,Low-HO,Towns and suburbs,ISCED 5–8,"35-49",male
0.00,28.39,40.97,15.81,85.17,0.00,14.84,14.84,Hungary,Low-HO,Towns and suburbs,ISCED 0–2,"35-49",female
2.29,32.16,34.64,19.65,88.74,4.01,7.25,11.26,Italy,Low-HO,Cities,ISCED 5–8,"50-74",female
0.00,46.94,43.03,10.02,99.99,0.00,0.00,0.00,Greece,Low-HO,Rural areas,ISCED 5–8,"35-49",female
0.00,16.70,45.14,26.86,88.70,3.80,7.51,11.31,Slovakia,Low-HO,Total,ISCED 5–8,"15-34",male
0.45,24.09,39.79,27.72,92.05,0.49,7.46,7.95,Poland,Mid-HO,Total,ISCED 5–8,"35-49",female
5.49,18.70,39.79,25.92,89.90,6.33,3.77,10.10,Finland,High-HO,Cities,All ISCED 2011 levels,"35-49",male
0.00,47.42,42.47,10.11,100.00,0.00,0.00,0.00,Spain,Low-HO,Rural areas,ISCED 0–2,"15-34",female
7.80,31.91,27.07,16.76,83.54,8.11,8.35,16.46,Germany,Mid-HO,Towns and suburbs,ISCED 5–8,"50-74",female
5.77,18.47,35.45,24.43,84.12,7.58,8.30,15.88,Belgium,High-HO,Cities,ISCED 5–8,"35-49",female
0.00,46.39,43.61,10.00,100.00,0.00,0.00,0.00,Greece,Low-HO,Rural areas,ISCED 5–8,"35-49",male
6.10,20.37,31.98,21.28,79.73,8.39,11.88,20.27,Belgium,High-HO,Total,All ISCED 2011 levels,"15-34",male
0.00,24.41,48.82,7.87,81.10,0.00,18.90,18.90,Latvia,Low-HO,Cities,ISCED 5–8,"35-49",female
4.41,36.41,27.36,19.77,87.95,4.96,7.10,12.06,Hungary,Low-HO,Rural areas,ISCED 3–4,"35-49",female
0.00,28.33,41.13,23.55,93.01,0.00,7.00,7.00,Estonia,Mid-HO,Total,ISCED 3–4,"35-49",male
0.00,18.82,36.43,24.40,79.65,13.46,6.89,20.35,Austria,Mid-HO,Cities,ISCED 3–4,"15-34",female
1.12,13.93,27.19,27.42,69.66,14.83,15.51,30.34,Denmark,High-HO,Towns and suburbs,ISCED 5–8,"50-74",male
3.70,35.91,33.99,17.02,90.62,4.77,4.61,9.38,Germany,Mid-HO,Total,ISCED 3–4,"35-49",female
0.28,44.89,34.67,2.18,82.02,8.80,9.18,17.98,Austria,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
21.07,31.71,30.17,1.65,84.60,5.79,9.61,15.40,Türkiye,Low-HO,Total,ISCED 3–4,"50-74",female
0.00,20.41,36.77,22.99,80.17,7.37,12.46,19.83,Germany,Mid-HO,Cities,ISCED 3–4,"50-74",male
0.00,23.86,31.74,20.54,76.14,7.88,15.98,23.86,Latvia,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",male
0.00,31.68,45.03,23.29,100.00,0.00,0.00,0.00,Estonia,Mid-HO,Total,ISCED 3–4,"15-34",female
8.53,23.54,30.16,22.82,85.05,0.66,14.29,14.95,Ireland,Mid-HO,Total,ISCED 3–4,"35-49",male
13.90,3.49,42.21,31.80,91.40,3.10,5.50,8.60,Poland,Mid-HO,Rural areas,ISCED 3–4,"15-34",female
6.59,34.47,5.46,40.63,87.15,8.36,4.50,12.86,Romania,Low-HO,Total,ISCED 3–4,"50-74",female
0.00,25.93,38.83,19.63,84.39,8.31,7.31,15.62,Belgium,High-HO,Cities,ISCED 3–4,"15-34",female
3.55,21.84,38.98,21.50,85.87,9.91,4.22,14.13,Finland,High-HO,Total,ISCED 5–8,"15-34",female
1.68,41.75,53.20,3.37,100.00,0.00,0.00,0.00,Slovenia,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",male
7.58,50.34,21.49,10.49,89.90,2.76,7.34,10.10,Spain,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",female
6.98,24.99,26.26,21.19,79.42,5.93,14.66,20.59,Hungary,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
4.10,26.39,38.26,18.44,87.19,4.31,8.50,12.81,France,Mid-HO,Rural areas,All ISCED 2011 levels,"15-34",male
2.20,40.01,31.33,16.35,89.89,2.24,7.87,10.11,Spain,Low-HO,Rural areas,ISCED 0–2,"35-49",male
6.48,23.24,27.83,25.62,83.17,5.73,11.10,16.83,Hungary,Low-HO,Rural areas,All ISCED 2011 levels,"35-49",male
4.66,27.86,37.52,19.67,89.71,0.77,9.52,10.29,France,Mid-HO,Total,ISCED 3–4,"35-49",male
5.16,27.05,38.61,20.96,91.78,7.24,0.98,8.22,Belgium,High-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",female
3.37,62.29,5.15,27.24,98.05,1.15,0.80,1.95,Finland,High-HO,Total,ISCED 3–4,"50-74",male
3.05,30.34,29.72,19.13,82.24,8.74,9.02,17.76,Austria,Mid-HO,Total,ISCED 3–4,"35-49",male
0.00,26.50,31.23,27.13,84.86,0.00,15.14,15.14,Ireland,Mid-HO,Rural areas,ISCED 5–8,"15-34",male
0.00,38.31,45.16,16.53,100.00,0.00,0.00,0.00,Finland,High-HO,Total,ISCED 0–2,"50-74",female
2.57,17.94,29.00,27.54,77.05,8.83,14.12,22.95,Latvia,Low-HO,Total,All ISCED 2011 levels,"50-74",male
6.40,36.21,25.66,15.90,84.17,5.87,9.96,15.83,Austria,Mid-HO,Rural areas,All ISCED 2011 levels,"50-74",male
9.28,19.35,29.27,18.43,76.33,9.57,14.10,23.67,Netherlands,High-HO,Cities,All ISCED 2011 levels,"50-74",male
0.81,42.46,35.79,17.05,96.11,3.18,0.72,3.90,Italy,Low-HO,Total,ISCED 0–2,"15-34",male
1.82,39.86,29.53,16.38,87.59,3.36,9.05,12.41,Italy,Low-HO,Towns and suburbs,ISCED 3–4,"50-74",male
3.41,20.75,40.30,22.39,86.85,9.45,3.70,13.15,Denmark,High-HO,Cities,All ISCED 2011 levels,"35-49",female
1.13,25.26,36.24,21.68,84.31,3.64,12.05,15.69,Spain,Low-HO,Cities,ISCED 3–4,"15-34",male
0.00,42.14,55.79,2.08,100.01,0.00,0.00,0.00,Greece,Low-HO,Towns and suburbs,ISCED 0–2,"35-49",male
4.04,28.60,35.53,20.70,88.87,6.56,4.58,11.14,Finland,High-HO,Total,All ISCED 2011 levels,"35-49",female
0.40,25.10,35.37,21.78,82.65,7.81,9.54,17.35,France,Mid-HO,Total,All ISCED 2011 levels,"15-34",male
32.32,48.71,4.22,14.75,100.00,0.00,0.00,0.00,Poland,Mid-HO,Rural areas,ISCED 0–2,"50-74",female
5.52,35.31,27.80,16.34,84.97,5.83,9.20,15.03,Austria,Mid-HO,Rural areas,ISCED 3–4,"50-74",male
2.66,53.10,29.87,7.85,93.48,2.41,4.11,6.52,Netherlands,High-HO,Cities,ISCED 0–2,"15-34",female
0.56,32.82,35.90,23.28,92.56,0.00,7.43,7.43,Lithuania,Low-HO,Rural areas,ISCED 3–4,"50-74",male
12.75,21.44,26.32,19.54,80.05,6.24,13.70,19.94,Ireland,Mid-HO,Rural areas,ISCED 3–4,"35-49",male
6.57,16.58,32.64,28.47,84.26,9.91,5.84,15.75,Finland,High-HO,Cities,ISCED 5–8,"50-74",female
22.34,46.53,17.08,9.49,95.44,1.74,2.82,4.56,Türkiye,Low-HO,Total,ISCED 0–2,"50-74",female
1.64,72.20,4.06,13.85,91.75,2.43,5.82,8.25,Italy,Low-HO,Total,ISCED 0–2,"35-49",female
0.40,2.49,57.64,27.05,87.58,4.47,7.95,12.42,Slovakia,Low-HO,Total,All ISCED 2011 levels,"35-49",male
0.00,25.86,51.63,17.18,94.67,4.74,0.59,5.33,Slovakia,Low-HO,Towns and suburbs,ISCED 3–4,"15-34",male
4.00,33.67,30.33,17.38,85.38,7.39,7.23,14.62,Portugal,Mid-HO,Total,ISCED 5–8,"35-49",female
0.00,18.47,33.48,30.10,82.05,9.43,8.52,17.95,Austria,Mid-HO,Cities,All ISCED 2011 levels,"15-34",male
0.00,9.72,38.31,39.75,87.78,8.08,4.14,12.22,Bulgaria,Low-HO,Cities,All ISCED 2011 levels,"15-34",female
0.00,46.30,22.29,18.55,87.14,4.75,8.11,12.86,Spain,Low-HO,Rural areas,ISCED 3–4,"35-49",male
0.00,22.25,51.89,20.80,94.94,4.60,0.46,5.06,Romania,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",female
0.00,34.90,40.26,24.84,100.00,0.00,0.00,0.00,Estonia,Mid-HO,Total,ISCED 3–4,"50-74",female
7.93,40.81,26.11,11.99,86.84,0.00,13.15,13.15,Finland,High-HO,Towns and suburbs,ISCED 5–8,"50-74",male
0.00,2.73,68.91,28.36,100.00,0.00,0.00,0.00,Lithuania,Low-HO,Total,ISCED 3–4,"15-34",female
9.06,52.32,11.08,7.15,79.61,6.56,13.83,20.39,Lithuania,Low-HO,Total,All ISCED 2011 levels,"15-34",male
0.00,28.79,6.94,46.53,82.26,17.74,0.00,17.74,Croatia,Low-HO,Cities,ISCED 5–8,"35-49",female
0.00,48.57,37.30,14.14,100.01,0.00,0.00,0.00,Finland,High-HO,Towns and suburbs,ISCED 3–4,"15-34",female
3.42,21.81,36.21,26.55,87.99,6.97,5.05,12.02,Romania,Low-HO,Total,All ISCED 2011 levels,"50-74",male
6.25,37.09,34.29,14.42,92.05,3.16,4.78,7.94,Netherlands,High-HO,Total,ISCED 0–2,"35-49",female
0.00,12.20,43.19,34.58,89.97,5.91,4.12,10.03,Bulgaria,Low-HO,Cities,ISCED 3–4,"35-49",female
6.77,34.17,48.09,10.97,100.00,0.00,0.00,0.00,Slovakia,Low-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",female
0.00,22.36,61.56,2.76,86.68,5.99,7.33,13.32,Slovakia,Low-HO,Total,ISCED 5–8,"15-34",female
0.00,38.25,33.92,15.72,87.89,6.01,6.10,12.11,Greece,Low-HO,Towns and suburbs,ISCED 5–8,"35-49",male
5.58,22.68,31.08,33.96,93.30,2.98,3.71,6.69,Poland,Mid-HO,Rural areas,ISCED 5–8,"15-34",female
1.73,43.18,40.45,2.29,87.65,0.47,11.88,12.35,Spain,Low-HO,Total,ISCED 0–2,"35-49",male
14.43,18.66,21.78,20.04,74.91,8.92,16.18,25.10,Ireland,Mid-HO,Total,ISCED 5–8,"50-74",male
3.09,19.20,42.84,22.82,87.95,5.51,6.53,12.04,Slovakia,Low-HO,Rural areas,ISCED 3–4,"35-49",male
0.00,33.60,51.45,3.31,88.36,10.99,0.65,11.64,Greece,Low-HO,Cities,All ISCED 2011 levels,"50-74",female
3.80,26.84,32.78,18.81,82.23,3.96,13.81,17.77,Italy,Low-HO,Towns and suburbs,ISCED 5–8,"15-34",male
0.00,18.75,38.41,23.41,80.57,8.30,11.14,19.44,Croatia,Low-HO,Total,ISCED 5–8,"15-34",female
4.80,19.89,33.86,30.14,88.69,0.69,10.63,11.32,Poland,Mid-HO,Total,ISCED 5–8,"35-49",male
21.22,25.89,33.75,13.78,94.64,4.66,0.70,5.36,Slovenia,Mid-HO,Total,All ISCED 2011 levels,"50-74",male
9.15,11.36,20.00,24.24,64.75,13.90,21.36,35.26,Netherlands,High-HO,Rural areas,ISCED 5–8,"50-74",male
4.68,29.85,37.10,19.53,91.16,7.69,1.16,8.85,Netherlands,High-HO,Cities,ISCED 3–4,"15-34",male
3.33,23.85,56.77,3.10,87.05,5.76,7.19,12.95,Slovakia,Low-HO,Total,All ISCED 2011 levels,"15-34",male
0.00,33.11,33.11,21.23,87.45,12.56,0.00,12.56,Denmark,High-HO,Towns and suburbs,ISCED 3–4,"35-49",female
0.00,31.08,38.46,20.83,90.37,0.54,9.08,9.62,Germany,Mid-HO,Rural areas,All ISCED 2011 levels,"15-34",male
10.96,36.74,3.86,25.51,77.07,9.99,12.94,22.93,Germany,Mid-HO,Rural areas,All ISCED 2011 levels,"50-74",male
4.25,24.41,39.82,23.08,91.56,3.61,4.82,8.43,Slovakia,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",male
0.00,26.91,37.20,3.17,67.28,17.68,15.04,32.72,Denmark,High-HO,Rural areas,ISCED 5–8,"35-49",male
0.00,24.61,36.55,24.67,85.83,7.46,6.71,14.17,Germany,Mid-HO,Cities,ISCED 3–4,"15-34",female
0.00,38.37,36.35,18.53,93.25,6.75,0.00,6.75,Greece,Low-HO,Towns and suburbs,ISCED 5–8,"35-49",female
0.00,25.50,31.83,21.81,79.14,10.93,9.93,20.86,Sweden,High-HO,Total,ISCED 5–8,"35-49",male
2.94,24.73,47.16,22.37,97.20,1.94,0.86,2.80,Poland,Mid-HO,Towns and suburbs,ISCED 3–4,"15-34",male
1.80,45.19,30.44,14.67,92.10,0.34,7.56,7.90,Italy,Low-HO,Total,All ISCED 2011 levels,"35-49",female
10.43,2.58,42.27,23.08,78.36,9.36,12.28,21.64,Germany,Mid-HO,Cities,ISCED 5–8,"50-74",female
0.00,29.06,32.37,20.33,81.76,6.09,12.15,18.24,Sweden,High-HO,Total,ISCED 3–4,"50-74",male
6.12,37.01,30.10,18.19,91.42,0.00,8.58,8.58,Portugal,Mid-HO,Total,ISCED 3–4,"50-74",male
0.00,45.14,29.01,16.35,90.50,4.25,5.25,9.50,Portugal,Mid-HO,Rural areas,All ISCED 2011 levels,"35-49",male
1.64,34.43,35.66,28.28,100.01,0.00,0.00,0.00,Slovenia,Mid-HO,Towns and suburbs,ISCED 3–4,"15-34",male
3.04,25.98,32.57,19.99,81.58,5.74,12.67,18.41,Spain,Low-HO,Cities,All ISCED 2011 levels,"50-74",female
6.56,24.38,31.56,16.41,78.91,7.50,13.59,21.09,Czechia,Low-HO,Towns and suburbs,ISCED 5–8,"50-74",male
0.00,30.93,36.79,19.20,86.92,6.42,6.67,13.09,Denmark,High-HO,Total,ISCED 3–4,"15-34",female
12.19,17.67,29.03,24.07,82.96,8.47,8.57,17.04,Ireland,Mid-HO,Cities,All ISCED 2011 levels,"50-74",male
6.90,6.25,57.55,3.47,74.17,6.70,19.14,25.84,Spain,Low-HO,Towns and suburbs,ISCED 5–8,"35-49",male
19.16,41.59,8.41,6.07,75.23,24.77,0.00,24.77,Belgium,High-HO,Rural areas,ISCED 5–8,"15-34",female
0.00,38.74,27.24,26.30,92.28,7.72,0.00,7.72,Finland,High-HO,Rural areas,ISCED 3–4,"35-49",male
0.00,29.02,37.35,23.21,89.58,9.52,0.89,10.41,Czechia,Low-HO,Rural areas,ISCED 5–8,"35-49",female
7.28,21.83,29.99,23.96,83.06,7.78,9.16,16.94,Ireland,Mid-HO,Cities,All ISCED 2011 levels,"50-74",female
1.45,65.76,5.23,16.37,88.81,5.29,5.90,11.19,Netherlands,High-HO,Total,ISCED 0–2,"50-74",female
5.90,4.48,48.31,25.10,83.79,6.92,9.28,16.20,Hungary,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",female
2.53,26.20,33.94,22.79,85.46,6.61,7.93,14.54,Germany,Mid-HO,Total,All ISCED 2011 levels,"15-34",female
22.87,5.26,51.72,20.15,100.00,0.00,0.00,0.00,Poland,Mid-HO,Rural areas,ISCED 0–2,"35-49",male
0.83,41.58,31.53,17.13,91.07,2.22,6.71,8.93,Italy,Low-HO,Total,ISCED 0–2,"35-49",male
10.51,21.97,49.94,3.82,86.24,4.78,8.98,13.76,Poland,Mid-HO,Rural areas,ISCED 5–8,"15-34",male
2.66,19.45,40.04,29.45,91.60,4.95,3.44,8.39,Poland,Mid-HO,Cities,ISCED 3–4,"50-74",female
3.30,30.74,28.69,19.73,82.46,7.00,10.53,17.53,Denmark,High-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",male
6.75,28.78,34.58,2.79,72.90,8.37,18.72,27.09,Hungary,Low-HO,Towns and suburbs,ISCED 3–4,"15-34",male
3.85,39.08,31.10,13.22,87.25,4.74,8.02,12.76,Spain,Low-HO,Towns and suburbs,ISCED 5–8,"50-74",female
9.56,3.68,36.56,28.44,78.24,12.07,9.69,21.76,Austria,Mid-HO,Total,ISCED 5–8,"35-49",female
5.97,23.36,35.69,23.75,88.77,9.70,1.53,11.23,Ireland,Mid-HO,Total,ISCED 5–8,"35-49",female
3.49,3.84,49.26,31.25,87.84,10.69,1.48,12.17,Germany,Mid-HO,Total,ISCED 3–4,"35-49",male
0.19,37.95,33.63,16.91,88.68,4.76,6.56,11.32,Portugal,Mid-HO,Total,All ISCED 2011 levels,"15-34",female
5.65,33.93,29.59,17.36,86.53,7.99,5.49,13.48,Austria,Mid-HO,Total,All ISCED 2011 levels,"35-49",female
0.00,25.20,35.71,23.80,84.71,7.25,8.05,15.30,Austria,Mid-HO,Total,ISCED 5–8,"15-34",female
0.00,52.96,37.93,9.11,100.00,0.00,0.00,0.00,Greece,Low-HO,Rural areas,ISCED 3–4,"15-34",female
0.00,45.55,4.63,29.04,79.22,8.57,12.20,20.77,Portugal,Mid-HO,Cities,All ISCED 2011 levels,"15-34",female
2.15,16.23,37.31,33.85,89.54,9.70,0.77,10.47,Romania,Low-HO,Total,All ISCED 2011 levels,"35-49",male
18.84,20.35,20.35,19.85,79.39,0.00,20.60,20.60,Ireland,Mid-HO,Rural areas,ISCED 5–8,"50-74",male
5.74,22.35,32.11,22.16,82.36,9.27,8.38,17.65,France,Mid-HO,Total,ISCED 5–8,"35-49",female
0.00,47.53,50.22,2.24,99.99,0.00,0.00,0.00,Denmark,High-HO,Cities,ISCED 0–2,"15-34",female
3.52,50.21,24.98,12.82,91.53,3.52,4.95,8.47,Spain,Low-HO,Rural areas,ISCED 0–2,"35-49",female
3.25,23.95,36.56,21.82,85.58,4.30,10.11,14.41,Poland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
0.00,11.09,27.46,49.46,88.01,11.99,0.00,11.99,Bulgaria,Low-HO,Cities,ISCED 5–8,"35-49",male
0.00,17.40,32.06,26.88,76.34,13.98,9.68,23.66,Austria,Mid-HO,Cities,ISCED 3–4,"35-49",male
0.00,20.20,63.60,3.60,87.40,1.20,11.40,12.60,Croatia,Low-HO,Cities,All ISCED 2011 levels,"15-34",female
0.00,33.59,43.33,23.08,100.00,0.00,0.00,0.00,Germany,Mid-HO,Rural areas,ISCED 3–4,"15-34",female
0.00,31.30,33.50,22.00,86.80,5.66,7.54,13.20,Germany,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",female
3.62,31.17,41.29,15.92,92.00,1.95,6.06,8.01,Poland,Mid-HO,Towns and suburbs,ISCED 3–4,"35-49",female
0.00,51.10,33.30,15.60,100.00,0.00,0.00,0.00,Germany,Mid-HO,Total,ISCED 0–2,"35-49",female
0.00,40.58,3.39,37.31,81.28,8.42,10.30,18.72,Hungary,Low-HO,Rural areas,ISCED 3–4,"15-34",female
17.41,32.76,36.35,13.48,100.00,0.00,0.00,0.00,Netherlands,High-HO,Rural areas,ISCED 3–4,"35-49",female
1.61,4.59,49.84,25.33,81.37,7.26,11.36,18.62,Belgium,High-HO,Total,ISCED 3–4,"50-74",female
4.64,29.86,4.88,34.63,74.01,12.92,13.07,25.99,Germany,Mid-HO,Cities,All ISCED 2011 levels,"15-34",male
4.46,17.77,41.16,35.14,98.53,0.65,0.82,1.47,Poland,Mid-HO,Cities,All ISCED 2011 levels,"15-34",male
0.00,47.34,36.68,15.99,100.01,0.00,0.00,0.00,Finland,High-HO,Rural areas,ISCED 5–8,"50-74",male
0.00,24.99,34.14,23.18,82.31,8.83,8.85,17.68,France,Mid-HO,Cities,ISCED 3–4,"15-34",male
0.00,10.20,56.47,33.33,100.00,0.00,0.00,0.00,Finland,High-HO,Total,ISCED 0–2,"50-74",male
0.00,28.25,45.08,26.67,100.00,0.00,0.00,0.00,Malta,Mid-HO,Total,All ISCED 2011 levels,"50-74",male
1.83,58.02,28.49,8.89,97.23,0.00,2.77,2.77,Italy,Low-HO,Rural areas,ISCED 0–2,"35-49",female
0.00,33.72,33.49,31.86,99.07,0.00,0.93,0.93,Hungary,Low-HO,Rural areas,ISCED 5–8,"35-49",female
7.32,17.10,31.83,23.29,79.54,9.20,11.26,20.46,Germany,Mid-HO,Cities,ISCED 5–8,"50-74",male
0.00,15.75,32.96,24.69,73.40,10.73,15.87,26.60,Ireland,Mid-HO,Cities,ISCED 5–8,"35-49",female
35.35,31.95,20.42,12.29,100.01,0.00,0.00,0.00,Ireland,Mid-HO,Rural areas,ISCED 0–2,"50-74",male
1.96,49.62,29.61,10.78,91.97,2.36,5.66,8.02,Italy,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",female
19.03,11.83,17.17,18.10,66.13,13.46,20.42,33.88,Belgium,High-HO,Rural areas,ISCED 5–8,"50-74",male
