Region,0,1-14,15-29,30-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Cyprus,,32.0,52.0,166.0,,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Latvia,54.0,18.0,527.0,896.0,231.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Lithuania,48.0,444.0,1537.0,962.0,56.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Luxembourg,,63.0,114.0,68.0,,78.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Hungary,548.0,688.0,2104.0,3339.0,698.0,209.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Malta,,152.0,264.0,218.0,37.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Netherlands,1361.0,4561.0,7422.0,724.0,3225.0,865.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Austria,213.0,1183.0,2131.0,2485.0,525.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Poland,1222.0,4414.0,10251.0,10965.0,2299.0,1739.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Portugal,373.0,269.0,3063.0,2322.0,836.0,838.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Romania,,73.0,5146.0,6825.0,647.0,262.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Slovenia,112.0,232.0,429.0,171.0,38.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Slovakia,71.0,461.0,1351.0,778.0,115.0,129.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Finland,231.0,1112.0,193.0,1532.0,222.0,162.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Sweden,257.0,1795.0,3326.0,2977.0,695.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Iceland,,259.0,196.0,57.0,,61.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Norway,212.0,878.0,1512.0,1012.0,264.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Switzerland,233.0,1866.0,2096.0,1904.0,601.0,142.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
United Kingdom,5907.0,16125.0,25498.0,27946.0,14893.0,3264.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Türkiye,,,,,,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
European_Union_27_countries_from_2020,5104.0,29833.0,50629.0,49209.0,14987.0,8741.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
European_Union_29_countries_from_2013-2020,7422.0,35567.0,59454.0,5963.0,21145.0,9801.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Euro_area_19_countries_2015-2022,3887.0,25659.0,38948.0,34109.0,12343.0,6499.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Belgium,171.0,631.0,108.0,892.0,339.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Bulgaria,146.0,31.0,1138.0,1717.0,153.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Czechia,102.0,459.0,1076.0,1764.0,367.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Denmark,71.0,331.0,643.0,527.0,109.0,51.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Germany,918.0,4594.0,8032.0,743.0,2856.0,2116.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Estonia,,118.0,232.0,148.0,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Ireland,81.0,215.0,506.0,554.0,198.0,207.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Greece,,92.0,1479.0,1055.0,152.0,272.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Spain,548.0,5456.0,8024.0,6265.0,2685.0,1936.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
France,887.0,4481.0,7007.0,6754.0,255.0,73.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Croatia,,182.0,378.0,454.0,,45.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Italy,32.0,5182.0,5219.0,4619.0,1619.0,493.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Cyprus,,116.0,18.0,69.0,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Latvia,37.0,61.0,214.0,347.0,81.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Lithuania,,182.0,608.0,343.0,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Luxembourg,,,41.0,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Hungary,269.0,261.0,92.0,1476.0,341.0,116.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Malta,,61.0,88.0,9.0,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Netherlands,438.0,1405.0,2523.0,2648.0,1123.0,26.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Austria,7.0,371.0,77.0,879.0,211.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Poland,531.0,1701.0,4076.0,4698.0,1086.0,806.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Portugal,137.0,1207.0,1381.0,1027.0,329.0,324.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Romania,,337.0,2183.0,3229.0,301.0,1084.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Slovenia,48.0,104.0,192.0,68.0,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Slovakia,,197.0,656.0,311.0,46.0,5.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Finland,99.0,337.0,717.0,581.0,68.0,53.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Sweden,,593.0,1266.0,1235.0,244.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Iceland,,89.0,75.0,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Norway,83.0,287.0,592.0,327.0,95.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Switzerland,64.0,606.0,721.0,795.0,197.0,94.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
United Kingdom,2318.0,5734.0,8825.0,10421.0,6157.0,106.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Türkiye,,,,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
European_Union_27_countries_from_2020,6137.0,26443.0,4010.0,36046.0,11733.0,7229.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
European_Union_29_countries_from_2013-2020,9149.0,31411.0,48032.0,43518.0,15751.0,8365.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Euro_area_19_countries_2015-2022,5064.0,23112.0,3211.0,27004.0,10083.0,5772.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Belgium,222.0,397.0,692.0,558.0,254.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Bulgaria,10.0,28.0,885.0,1265.0,106.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Czechia,13.0,389.0,744.0,1038.0,311.0,62.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Denmark,85.0,22.0,47.0,42.0,93.0,55.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Germany,1214.0,4617.0,8312.0,7365.0,2851.0,216.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Estonia,,86.0,163.0,106.0,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Ireland,118.0,171.0,281.0,315.0,83.0,13.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Greece,,721.0,893.0,613.0,98.0,233.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Spain,435.0,4395.0,5742.0,4234.0,1869.0,1277.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
France,1225.0,3832.0,5329.0,4934.0,1597.0,684.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Croatia,63.0,155.0,269.0,27.0,64.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Italy,471.0,5075.0,4698.0,3866.0,1492.0,496.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Cyprus,,114.0,162.0,52.0,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Latvia,,89.0,191.0,252.0,91.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Lithuania,,124.0,46.0,314.0,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Luxembourg,,,,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Hungary,225.0,231.0,579.0,833.0,206.0,6.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Malta,,45.0,68.0,55.0,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Netherlands,767.0,1599.0,2419.0,2314.0,1165.0,35.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Austria,128.0,394.0,62.0,692.0,133.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Poland,358.0,1301.0,2693.0,2797.0,548.0,52.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Portugal,218.0,90.0,1054.0,712.0,266.0,316.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Romania,,236.0,1409.0,172.0,161.0,659.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Slovenia,,64.0,118.0,4.0,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Slovakia,41.0,126.0,344.0,182.0,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Finland,99.0,346.0,542.0,389.0,64.0,6.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Sweden,,519.0,941.0,699.0,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Iceland,,89.0,69.0,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Norway,84.0,228.0,425.0,274.0,68.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Switzerland,188.0,622.0,644.0,449.0,168.0,39.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
United Kingdom,3012.0,4969.0,7931.0,7473.0,4018.0,1136.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Türkiye,,,,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
European_Union_27_countries_from_2020,,4544.0,5893.0,5214.0,1773.0,1581.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
European_Union_29_countries_from_2013-2020,,5765.0,7844.0,6563.0,2384.0,1966.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
Euro_area_19_countries_2015-2022,,4229.0,5209.0,4645.0,1624.0,1491.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
Belgium,,102.0,189.0,133.0,58.0,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Bulgaria,,,75.0,67.0,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Czechia,,,46.0,58.0,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Denmark,,99.0,106.0,58.0,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Germany,,698.0,1464.0,1548.0,502.0,724.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
Estonia,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Ireland,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Greece,,46.0,,53.0,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Spain,52.0,912.0,1086.0,1036.0,324.0,338.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
France,,,502.0,611.0,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Croatia,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Italy,,658.0,783.0,452.0,247.0,121.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
Cyprus,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Latvia,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Lithuania,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Luxembourg,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Hungary,,,,53.0,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Malta,,,42.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Netherlands,58.0,872.0,589.0,356.0,55.0,79.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
Austria,,64.0,136.0,186.0,66.0,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Poland,,101.0,172.0,16.0,66.0,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Portugal,,246.0,201.0,124.0,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Romania,,,96.0,132.0,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Slovenia,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Slovakia,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Finland,,76.0,53.0,48.0,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Sweden,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Iceland,,39.0,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Norway,,81.0,85.0,51.0,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Switzerland,,6.0,126.0,82.0,51.0,,Sheet 31,ISCED 0–2,Cities,15-34,Male
United Kingdom,131.0,1221.0,1951.0,1349.0,611.0,385.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
Türkiye,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
European_Union_27_countries_from_2020,156.0,17134.0,21006.0,17393.0,6129.0,5123.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
European_Union_29_countries_from_2013-2020,2375.0,21526.0,27102.0,21884.0,8622.0,6133.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
Euro_area_19_countries_2015-2022,1472.0,16286.0,19258.0,15677.0,5753.0,4865.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
Belgium,65.0,375.0,602.0,478.0,168.0,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Bulgaria,,86.0,253.0,276.0,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Czechia,,62.0,93.0,106.0,44.0,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Denmark,,204.0,244.0,198.0,54.0,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Germany,,2011.0,319.0,3134.0,1206.0,1516.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
Estonia,,,42.0,39.0,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Ireland,,102.0,14.0,124.0,,51.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
Greece,,261.0,335.0,236.0,,12.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
Spain,224.0,4176.0,5171.0,3817.0,1661.0,1666.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
France,,1969.0,2421.0,2586.0,932.0,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Croatia,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Italy,156.0,4048.0,3896.0,2816.0,957.0,452.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
Cyprus,,,79.0,,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Latvia,,,51.0,5.0,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Lithuania,,,41.0,,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Luxembourg,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Hungary,,43.0,128.0,177.0,56.0,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Malta,,71.0,114.0,84.0,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Netherlands,23.0,1543.0,1521.0,1057.0,274.0,215.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
Austria,,121.0,274.0,339.0,127.0,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Poland,,202.0,374.0,426.0,94.0,62.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
Portugal,116.0,1346.0,1196.0,748.0,311.0,382.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
Romania,,,233.0,344.0,,91.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
Slovenia,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Slovakia,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Finland,,163.0,137.0,107.0,,46.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
Sweden,,21.0,403.0,,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Iceland,,69.0,47.0,,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Norway,55.0,139.0,194.0,115.0,51.0,,Sheet 32,ISCED 0–2,Cities,15-74,Male
Switzerland,,17.0,263.0,181.0,9.0,51.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
United Kingdom,816.0,4391.0,6096.0,449.0,2493.0,101.0,Sheet 32,ISCED 0–2,Cities,15-74,Male
Türkiye,,,,,,,Sheet 32,ISCED 0–2,Cities,15-74,Male
European_Union_27_countries_from_2020,1293.0,15546.0,19612.0,16241.0,5768.0,4721.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
European_Union_29_countries_from_2013-2020,1998.0,19501.0,25317.0,20493.0,8111.0,5654.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
Euro_area_19_countries_2015-2022,122.0,1481.0,18039.0,14628.0,542.0,4475.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
Belgium,65.0,363.0,598.0,47.0,168.0,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Bulgaria,,75.0,233.0,26.0,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Czechia,,58.0,72.0,104.0,44.0,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Denmark,,13.0,201.0,17.0,47.0,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Germany,,1813.0,2752.0,2749.0,1065.0,1291.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
Estonia,,,38.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Ireland,,82.0,122.0,114.0,,46.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
Greece,,253.0,335.0,228.0,,113.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
Spain,218.0,4043.0,5082.0,373.0,1625.0,162.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
France,,1864.0,236.0,2442.0,874.0,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Croatia,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Italy,156.0,3865.0,3781.0,2739.0,924.0,43.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
Cyprus,,,68.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Latvia,,,38.0,45.0,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Lithuania,,,38.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Luxembourg,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Hungary,,43.0,119.0,159.0,56.0,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Malta,,67.0,111.0,82.0,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Netherlands,163.0,918.0,1236.0,85.0,254.0,197.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
Austria,,111.0,223.0,274.0,98.0,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Poland,,198.0,374.0,404.0,94.0,6.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
Portugal,,1231.0,1111.0,728.0,303.0,351.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
Romania,,,227.0,344.0,,87.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
Slovenia,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Slovakia,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Finland,,116.0,10.0,89.0,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Sweden,,,327.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Iceland,,51.0,37.0,,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Norway,,113.0,157.0,107.0,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
Switzerland,,119.0,214.0,154.0,72.0,51.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
United Kingdom,705.0,3955.0,5705.0,4252.0,2343.0,933.0,Sheet 33,ISCED 0–2,Cities,20-64,Male
Türkiye,,,,,,,Sheet 33,ISCED 0–2,Cities,20-64,Male
European_Union_27_countries_from_2020,,6003.0,7684.0,646.0,2318.0,1699.0,Sheet 34,ISCED 0–2,Cities,35-49,Male
European_Union_29_countries_from_2013-2020,683.0,7492.0,9309.0,7911.0,3289.0,2089.0,Sheet 34,ISCED 0–2,Cities,35-49,Male
Euro_area_19_countries_2015-2022,,5787.0,7122.0,5723.0,2189.0,1589.0,Sheet 34,ISCED 0–2,Cities,35-49,Male
Belgium,,168.0,243.0,196.0,75.0,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Bulgaria,,,91.0,142.0,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Czechia,,35.0,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Denmark,,56.0,63.0,79.0,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Germany,,735.0,798.0,889.0,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Estonia,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Ireland,,,41.0,44.0,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Greece,,114.0,157.0,106.0,,5.0,Sheet 34,ISCED 0–2,Cities,35-49,Male
Spain,69.0,1628.0,2196.0,1509.0,656.0,769.0,Sheet 34,ISCED 0–2,Cities,35-49,Male
France,,574.0,981.0,886.0,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Croatia,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Italy,57.0,1572.0,1613.0,1179.0,406.0,144.0,Sheet 34,ISCED 0–2,Cities,35-49,Male
Cyprus,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Latvia,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Lithuania,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Luxembourg,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Hungary,,,68.0,92.0,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Malta,,,35.0,36.0,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Netherlands,53.0,288.0,399.0,374.0,10.0,41.0,Sheet 34,ISCED 0–2,Cities,35-49,Male
Austria,,,64.0,88.0,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Poland,,,123.0,162.0,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Portugal,,552.0,46.0,326.0,137.0,126.0,Sheet 34,ISCED 0–2,Cities,35-49,Male
Romania,,,,143.0,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Slovenia,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Slovakia,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Finland,,,39.0,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Sweden,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Iceland,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Norway,,,66.0,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
Switzerland,,37.0,63.0,64.0,,48.0,Sheet 34,ISCED 0–2,Cities,35-49,Male
United Kingdom,221.0,1489.0,1625.0,1452.0,971.0,39.0,Sheet 34,ISCED 0–2,Cities,35-49,Male
Türkiye,,,,,,,Sheet 34,ISCED 0–2,Cities,35-49,Male
European_Union_27_countries_from_2020,795.0,6588.0,7428.0,572.0,2038.0,1843.0,Sheet 35,ISCED 0–2,Cities,50-74,Male
European_Union_29_countries_from_2013-2020,1259.0,8269.0,9949.0,741.0,2949.0,2078.0,Sheet 35,ISCED 0–2,Cities,50-74,Male
Euro_area_19_countries_2015-2022,759.0,627.0,6927.0,531.0,1941.0,1786.0,Sheet 35,ISCED 0–2,Cities,50-74,Male
Belgium,,105.0,17.0,149.0,36.0,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Bulgaria,,,86.0,67.0,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Czechia,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Denmark,,49.0,75.0,61.0,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Germany,,579.0,927.0,697.0,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Estonia,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Ireland,,62.0,72.0,57.0,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Greece,,10.0,146.0,77.0,,52.0,Sheet 35,ISCED 0–2,Cities,50-74,Male
Spain,102.0,1636.0,1889.0,1272.0,681.0,558.0,Sheet 35,ISCED 0–2,Cities,50-74,Male
France,,903.0,939.0,1089.0,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Croatia,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Italy,10.0,1817.0,1499.0,1185.0,304.0,188.0,Sheet 35,ISCED 0–2,Cities,50-74,Male
Cyprus,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Latvia,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Lithuania,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Luxembourg,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Hungary,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Malta,,,37.0,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Netherlands,12.0,384.0,533.0,326.0,119.0,95.0,Sheet 35,ISCED 0–2,Cities,50-74,Male
Austria,,,75.0,65.0,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Poland,,92.0,78.0,104.0,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Portugal,97.0,548.0,536.0,299.0,12.0,209.0,Sheet 35,ISCED 0–2,Cities,50-74,Male
Romania,,,74.0,69.0,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Slovenia,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Slovakia,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Finland,,53.0,45.0,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Sweden,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Iceland,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Norway,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
Switzerland,,73.0,74.0,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
United Kingdom,464.0,1681.0,252.0,169.0,911.0,235.0,Sheet 35,ISCED 0–2,Cities,50-74,Male
Türkiye,,,,,,,Sheet 35,ISCED 0–2,Cities,50-74,Male
European_Union_27_countries_from_2020,1563.0,12082.0,1892.0,16528.0,4234.0,2785.0,Sheet 36,ISCED 3–4,Cities,15-34,Male
European_Union_29_countries_from_2013-2020,2008.0,15533.0,23541.0,20721.0,6143.0,3301.0,Sheet 36,ISCED 3–4,Cities,15-34,Male
Euro_area_19_countries_2015-2022,1196.0,9959.0,13845.0,1131.0,3333.0,1951.0,Sheet 36,ISCED 3–4,Cities,15-34,Male
Belgium,59.0,212.0,39.0,348.0,83.0,,Sheet 36,ISCED 3–4,Cities,15-34,Male
