Region,0,1+,30+,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Bulgaria,594.0,15919.0,7165.0,852.0,158.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Czechia,819.0,27339.0,1218.0,302.0,284.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Denmark,716.0,12728.0,5467.0,1427.0,429.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Germany,731.0,185163.0,76421.0,19506.0,15849.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Estonia,128.0,2957.0,982.0,201.0,141.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Ireland,913.0,9118.0,415.0,1326.0,1586.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Greece,143.0,2022.0,462.0,598.0,1843.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Spain,2349.0,95144.0,33419.0,969.0,780.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
France,6773.0,123657.0,49738.0,12672.0,4389.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Croatia,53.0,8032.0,2979.0,637.0,325.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Italy,2101.0,12329.0,37937.0,1094.0,411.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Cyprus,48.0,2036.0,444.0,74.0,,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Latvia,111.0,4206.0,2429.0,647.0,,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Lithuania,224.0,6338.0,2206.0,332.0,,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Luxembourg,42.0,1062.0,508.0,98.0,422.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Hungary,1473.0,21675.0,10808.0,2697.0,929.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Malta,53.0,1384.0,57.0,107.0,,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Netherlands,2697.0,38569.0,17751.0,5441.0,1484.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Austria,793.0,21117.0,8209.0,1888.0,,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Poland,4592.0,78318.0,30956.0,6367.0,5231.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Portugal,79.0,20258.0,5785.0,1425.0,2009.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Romania,866.0,39496.0,18498.0,2728.0,7897.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Slovenia,729.0,4518.0,150.0,338.0,,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Slovakia,418.0,13111.0,4257.0,759.0,301.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Finland,436.0,11516.0,3833.0,665.0,404.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Sweden,702.0,2451.0,9786.0,2556.0,599.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Iceland,,851.0,133.0,36.0,98.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Norway,828.0,12502.0,4607.0,1556.0,,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Switzerland,732.0,21746.0,8412.0,2317.0,397.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
United Kingdom,1112.0,143979.0,69778.0,24874.0,5025.0,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
Türkiye,4577.0,171328.0,65221.0,1465.0,,Sheet 3,All ISCED 2011 levels,Total,20-64,Male
European_Union_27_countries_from_2020,14223.0,370445.0,147542.0,36973.0,22538.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
European_Union_29_countries_from_2013-2020,18428.0,422036.0,174122.0,47076.0,24186.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Euro_area_19_countries_2015-2022,10011.0,276709.0,105578.0,28353.0,15754.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Belgium,80.0,8879.0,4195.0,1297.0,,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Bulgaria,261.0,6629.0,3019.0,372.0,64.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Czechia,352.0,1190.0,5485.0,1385.0,122.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Denmark,269.0,4541.0,1949.0,456.0,135.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Germany,2422.0,63153.0,2644.0,6741.0,5447.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Estonia,57.0,1116.0,392.0,78.0,64.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Ireland,356.0,3841.0,1847.0,61.0,644.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Greece,8.0,9002.0,2153.0,312.0,818.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Spain,1016.0,4244.0,15031.0,4546.0,3488.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
France,2288.0,49892.0,20882.0,5507.0,1914.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Croatia,225.0,316.0,1229.0,228.0,126.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Italy,812.0,51711.0,16582.0,4785.0,161.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Cyprus,,747.0,176.0,36.0,,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Latvia,59.0,1585.0,888.0,238.0,,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Lithuania,83.0,2205.0,722.0,115.0,,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Luxembourg,,446.0,227.0,43.0,18.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Hungary,714.0,9154.0,4595.0,1199.0,423.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Malta,,508.0,211.0,38.0,,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Netherlands,804.0,13125.0,6326.0,1915.0,51.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Austria,294.0,7723.0,3086.0,762.0,,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Poland,1808.0,32246.0,13517.0,2887.0,2298.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Portugal,255.0,8607.0,2482.0,595.0,796.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Romania,355.0,17336.0,8481.0,128.0,3387.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Slovenia,27.0,1989.0,652.0,145.0,,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Slovakia,18.0,5539.0,1791.0,361.0,12.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Finland,18.0,4202.0,1494.0,229.0,136.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Sweden,227.0,8771.0,369.0,812.0,23.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Iceland,,30.0,46.0,,,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Norway,329.0,4479.0,1667.0,561.0,,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Switzerland,243.0,7737.0,3095.0,784.0,187.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
United Kingdom,4205.0,5159.0,2658.0,10103.0,1648.0,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
Türkiye,1624.0,73693.0,28616.0,6472.0,,Sheet 4,All ISCED 2011 levels,Total,35-49,Male
European_Union_27_countries_from_2020,19706.0,315361.0,116231.0,30358.0,20307.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
European_Union_29_countries_from_2013-2020,26176.0,361489.0,137121.0,38061.0,22242.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Euro_area_19_countries_2015-2022,15485.0,246522.0,8928.0,24525.0,15429.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Belgium,944.0,6953.0,316.0,987.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Bulgaria,245.0,5462.0,2269.0,236.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Czechia,341.0,8368.0,343.0,859.0,176.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Denmark,455.0,4616.0,1959.0,548.0,206.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Germany,4688.0,71714.0,29058.0,7893.0,6595.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Estonia,51.0,945.0,315.0,7.0,44.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Ireland,566.0,2615.0,1107.0,341.0,438.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Greece,59.0,6749.0,1378.0,201.0,684.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Spain,977.0,30778.0,10336.0,3063.0,2681.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
France,3449.0,37679.0,14358.0,3643.0,1493.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Croatia,282.0,2404.0,848.0,194.0,68.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Italy,1106.0,47286.0,1433.0,4259.0,1634.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Cyprus,,673.0,145.0,,,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Latvia,37.0,140.0,725.0,203.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Lithuania,97.0,2247.0,761.0,105.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Luxembourg,,242.0,104.0,,135.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Hungary,548.0,6328.0,2808.0,707.0,262.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Malta,,36.0,13.0,,,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Netherlands,1737.0,1408.0,6514.0,2119.0,667.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Austria,466.0,6798.0,2488.0,61.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Poland,1627.0,21702.0,7768.0,1685.0,150.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Portugal,59.0,7245.0,1795.0,455.0,766.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Romania,416.0,1176.0,4695.0,615.0,2345.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Slovenia,305.0,1222.0,366.0,10.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Slovakia,144.0,3559.0,103.0,16.0,76.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Finland,203.0,3977.0,1181.0,256.0,196.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Sweden,308.0,820.0,3174.0,99.0,283.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Iceland,,296.0,,,,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Norway,396.0,4323.0,1571.0,572.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Switzerland,582.0,7685.0,2627.0,833.0,198.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
United Kingdom,6471.0,46128.0,2089.0,7703.0,1935.0,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
Türkiye,2109.0,38465.0,11157.0,2317.0,,Sheet 5,All ISCED 2011 levels,Total,50-74,Male
European_Union_27_countries_from_2020,1139.0,50483.0,17028.0,4324.0,3909.0,Sheet 6,ISCED 0–2,Total,15-34,Male
European_Union_29_countries_from_2013-2020,1349.0,59277.0,20371.0,5345.0,4412.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Euro_area_19_countries_2015-2022,837.0,42053.0,13883.0,3589.0,3039.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Belgium,53.0,1205.0,453.0,129.0,,Sheet 6,ISCED 0–2,Total,15-34,Male
Bulgaria,,605.0,233.0,,,Sheet 6,ISCED 0–2,Total,15-34,Male
Czechia,,627.0,258.0,6.0,,Sheet 6,ISCED 0–2,Total,15-34,Male
Denmark,,1327.0,411.0,121.0,62.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Germany,,12011.0,4613.0,1176.0,145.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Estonia,,174.0,67.0,,,Sheet 6,ISCED 0–2,Total,15-34,Male
Ireland,,23.0,79.0,,44.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Greece,,482.0,94.0,,55.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Spain,13.0,7693.0,2481.0,615.0,645.0,Sheet 6,ISCED 0–2,Total,15-34,Male
France,,4886.0,1913.0,596.0,,Sheet 6,ISCED 0–2,Total,15-34,Male
Croatia,,68.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Male
Italy,55.0,7206.0,187.0,49.0,257.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Cyprus,,78.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Male
Latvia,,191.0,104.0,,,Sheet 6,ISCED 0–2,Total,15-34,Male
Lithuania,,16.0,52.0,,,Sheet 6,ISCED 0–2,Total,15-34,Male
Luxembourg,,69.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Male
Hungary,,856.0,437.0,133.0,38.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Malta,,154.0,55.0,,,Sheet 6,ISCED 0–2,Total,15-34,Male
Netherlands,173.0,3725.0,796.0,16.0,112.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Austria,,1315.0,53.0,135.0,,Sheet 6,ISCED 0–2,Total,15-34,Male
Poland,69.0,1746.0,694.0,208.0,144.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Portugal,,1675.0,471.0,11.0,181.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Romania,106.0,2358.0,887.0,118.0,589.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Slovenia,,83.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Male
Slovakia,,219.0,68.0,,,Sheet 6,ISCED 0–2,Total,15-34,Male
Finland,,496.0,173.0,49.0,43.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Sweden,,844.0,218.0,,,Sheet 6,ISCED 0–2,Total,15-34,Male
Iceland,,135.0,,,,Sheet 6,ISCED 0–2,Total,15-34,Male
Norway,73.0,1118.0,352.0,124.0,,Sheet 6,ISCED 0–2,Total,15-34,Male
Switzerland,,1522.0,659.0,187.0,,Sheet 6,ISCED 0–2,Total,15-34,Male
United Kingdom,21.0,8795.0,3343.0,1021.0,503.0,Sheet 6,ISCED 0–2,Total,15-34,Male
Türkiye,988.0,33099.0,12906.0,2937.0,,Sheet 6,ISCED 0–2,Total,15-34,Male
European_Union_27_countries_from_2020,5903.0,18452.0,58391.0,14913.0,14783.0,Sheet 7,ISCED 0–2,Total,15-74,Male
European_Union_29_countries_from_2013-2020,7714.0,214915.0,7010.0,18906.0,16348.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Euro_area_19_countries_2015-2022,4518.0,16000.0,49627.0,1295.0,12166.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Belgium,324.0,4455.0,1679.0,439.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
Bulgaria,102.0,2294.0,869.0,125.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
Czechia,,1238.0,455.0,111.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
Denmark,151.0,2913.0,1018.0,284.0,134.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Germany,,24828.0,9152.0,2378.0,3329.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Estonia,,39.0,152.0,41.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
Ireland,278.0,136.0,476.0,136.0,244.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Greece,,4104.0,618.0,5.0,507.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Spain,666.0,34675.0,10966.0,3294.0,3567.0,Sheet 7,ISCED 0–2,Total,15-74,Male
France,857.0,19392.0,7463.0,1903.0,86.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Croatia,97.0,576.0,179.0,58.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
Italy,542.0,44824.0,11666.0,2931.0,1776.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Cyprus,,375.0,61.0,,,Sheet 7,ISCED 0–2,Total,15-74,Male
Latvia,,472.0,223.0,65.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
Lithuania,,353.0,128.0,,,Sheet 7,ISCED 0–2,Total,15-74,Male
Luxembourg,,206.0,108.0,,82.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Hungary,109.0,260.0,116.0,323.0,114.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Malta,,562.0,195.0,,,Sheet 7,ISCED 0–2,Total,15-74,Male
Netherlands,584.0,8606.0,2581.0,615.0,384.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Austria,97.0,2584.0,955.0,252.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
Poland,384.0,4694.0,1592.0,328.0,421.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Portugal,494.0,10425.0,2463.0,597.0,1251.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Romania,40.0,7246.0,2524.0,477.0,1798.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Slovenia,102.0,354.0,14.0,,,Sheet 7,ISCED 0–2,Total,15-74,Male
Slovakia,,641.0,17.0,4.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
Finland,38.0,1393.0,432.0,101.0,115.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Sweden,,2959.0,968.0,259.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
Iceland,,256.0,,,,Sheet 7,ISCED 0–2,Total,15-74,Male
Norway,201.0,2362.0,808.0,309.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
Switzerland,47.0,2964.0,1073.0,289.0,7.0,Sheet 7,ISCED 0–2,Total,15-74,Male
United Kingdom,181.0,30395.0,1171.0,3993.0,1565.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Türkiye,4061.0,99945.0,34961.0,7792.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
European_Union_27_countries_from_2020,4655.0,168428.0,54275.0,13888.0,13614.0,Sheet 8,ISCED 0–2,Total,20-64,Male
European_Union_29_countries_from_2013-2020,6076.0,196389.0,65243.0,17592.0,15058.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Euro_area_19_countries_2015-2022,3521.0,146556.0,46101.0,12042.0,1129.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Belgium,303.0,4297.0,1637.0,422.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Bulgaria,95.0,2175.0,836.0,119.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Czechia,,1144.0,429.0,105.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Denmark,109.0,2194.0,871.0,26.0,108.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Germany,,20152.0,7598.0,1939.0,2921.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Estonia,,351.0,139.0,39.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Ireland,178.0,1184.0,439.0,13.0,196.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Greece,,3863.0,597.0,49.0,475.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Spain,621.0,33819.0,10752.0,3245.0,3482.0,Sheet 8,ISCED 0–2,Total,20-64,Male
France,733.0,18128.0,7072.0,1781.0,822.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Croatia,73.0,552.0,178.0,58.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Italy,473.0,4316.0,11291.0,2852.0,1722.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Cyprus,,333.0,56.0,,,Sheet 8,ISCED 0–2,Total,20-64,Male
Latvia,,439.0,212.0,64.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Lithuania,,322.0,125.0,,,Sheet 8,ISCED 0–2,Total,20-64,Male
Luxembourg,,20.0,104.0,,71.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Hungary,94.0,2477.0,1103.0,312.0,109.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Malta,,542.0,19.0,,,Sheet 8,ISCED 0–2,Total,20-64,Male
Netherlands,375.0,6182.0,2152.0,535.0,345.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Austria,82.0,1956.0,733.0,187.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Poland,341.0,4263.0,1461.0,307.0,404.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Portugal,29.0,9633.0,2369.0,576.0,1143.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Romania,302.0,6529.0,2428.0,471.0,1561.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Slovenia,85.0,341.0,133.0,,,Sheet 8,ISCED 0–2,Total,20-64,Male
Slovakia,,616.0,153.0,,,Sheet 8,ISCED 0–2,Total,20-64,Male
Finland,,1038.0,351.0,81.0,63.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Sweden,,2539.0,868.0,214.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Iceland,,201.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Male
Norway,155.0,1925.0,717.0,269.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Switzerland,37.0,1957.0,686.0,212.0,65.0,Sheet 8,ISCED 0–2,Total,20-64,Male
United Kingdom,1421.0,27961.0,10968.0,3704.0,1445.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Türkiye,3481.0,87991.0,31428.0,7072.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
European_Union_27_countries_from_2020,1511.0,65896.0,21615.0,5653.0,5181.0,Sheet 9,ISCED 0–2,Total,35-49,Male
European_Union_29_countries_from_2013-2020,1956.0,75242.0,25533.0,7137.0,5768.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Euro_area_19_countries_2015-2022,1083.0,57558.0,18308.0,4959.0,4226.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Belgium,83.0,1616.0,65.0,191.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
Bulgaria,,94.0,413.0,56.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
Czechia,,361.0,105.0,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Denmark,,642.0,258.0,63.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
Germany,,6948.0,2647.0,779.0,853.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Estonia,,132.0,54.0,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Ireland,48.0,405.0,164.0,42.0,65.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Greece,,1592.0,269.0,,217.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Spain,201.0,14331.0,4602.0,1382.0,157.0,Sheet 9,ISCED 0–2,Total,35-49,Male
France,,665.0,2656.0,704.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
Croatia,,212.0,8.0,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Italy,149.0,17787.0,4674.0,1203.0,631.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Cyprus,,112.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Latvia,,219.0,98.0,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Lithuania,,109.0,43.0,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Luxembourg,,83.0,5.0,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Hungary,4.0,1069.0,475.0,122.0,61.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Malta,,207.0,75.0,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Netherlands,101.0,2001.0,852.0,226.0,95.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Austria,,644.0,223.0,55.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
Poland,132.0,1526.0,516.0,95.0,122.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Portugal,,3965.0,100.0,235.0,454.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Romania,141.0,2769.0,1114.0,257.0,659.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Slovenia,,158.0,64.0,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Slovakia,,255.0,55.0,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Finland,,344.0,11.0,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Sweden,,819.0,343.0,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Iceland,,56.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Norway,75.0,565.0,206.0,72.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
Switzerland,,701.0,255.0,57.0,53.0,Sheet 9,ISCED 0–2,Total,35-49,Male
United Kingdom,445.0,9347.0,3919.0,1484.0,588.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Türkiye,1238.0,39056.0,1424.0,316.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
European_Union_27_countries_from_2020,3253.0,68141.0,19748.0,4936.0,5694.0,Sheet 10,ISCED 0–2,Total,50-74,Male
European_Union_29_countries_from_2013-2020,4408.0,80395.0,24195.0,6425.0,6167.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Euro_area_19_countries_2015-2022,2598.0,60389.0,17436.0,4402.0,4901.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Belgium,188.0,1634.0,577.0,119.0,,Sheet 10,ISCED 0–2,Total,50-74,Male
Bulgaria,,75.0,222.0,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Czechia,,251.0,91.0,37.0,,Sheet 10,ISCED 0–2,Total,50-74,Male
Denmark,86.0,943.0,348.0,10.0,41.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Germany,,587.0,1892.0,,1027.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Estonia,,83.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Ireland,212.0,724.0,234.0,69.0,134.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Greece,,2029.0,255.0,,235.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Spain,336.0,12652.0,3882.0,1297.0,1352.0,Sheet 10,ISCED 0–2,Total,50-74,Male
France,,7856.0,2893.0,603.0,,Sheet 10,ISCED 0–2,Total,50-74,Male
