Region,0,1-9,1-14,1+,10-14,15-19,15-29,20-29,30-44,30-59,30+,45-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Belgium,522.0,618.0,1542.0,7451.0,924.0,1097.0,2709.0,1612.0,1689.0,2303.0,320.0,614.0,897.0,,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Bulgaria,309.0,141.0,816.0,8152.0,675.0,958.0,2817.0,1859.0,3376.0,4149.0,4519.0,773.0,37.0,65.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Czechia,311.0,357.0,1191.0,8683.0,834.0,1036.0,2627.0,1591.0,2986.0,3983.0,4865.0,997.0,882.0,97.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Denmark,212.0,437.0,1016.0,4717.0,579.0,699.0,1817.0,1118.0,117.0,1532.0,1884.0,362.0,353.0,159.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Germany,2979.0,7293.0,14658.0,71462.0,7365.0,10323.0,25244.0,14921.0,17215.0,2347.0,3156.0,6254.0,809.0,6343.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Estonia,58.0,115.0,352.0,1469.0,237.0,296.0,667.0,371.0,33.0,391.0,449.0,61.0,58.0,45.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Ireland,233.0,273.0,638.0,3673.0,365.0,431.0,1249.0,818.0,1017.0,132.0,1786.0,303.0,466.0,632.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Greece,49.0,758.0,2261.0,7924.0,1504.0,1357.0,3065.0,1708.0,1794.0,2287.0,2597.0,493.0,31.0,614.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Spain,1244.0,5186.0,13009.0,51562.0,7822.0,7901.0,18195.0,10294.0,11823.0,1447.0,20359.0,2647.0,5888.0,4143.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
France,3039.0,5232.0,11993.0,55027.0,6761.0,7748.0,18603.0,10855.0,12674.0,18385.0,24431.0,5712.0,6045.0,1991.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Croatia,116.0,158.0,498.0,2578.0,34.0,436.0,907.0,471.0,711.0,945.0,1172.0,234.0,227.0,135.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Italy,90.0,5489.0,1293.0,40679.0,7441.0,6065.0,13079.0,7013.0,8584.0,10651.0,14671.0,2067.0,402.0,1296.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Cyprus,,141.0,343.0,1087.0,202.0,238.0,539.0,30.0,145.0,172.0,205.0,,,,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Latvia,56.0,53.0,20.0,1938.0,147.0,157.0,561.0,404.0,797.0,924.0,1176.0,127.0,252.0,,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Lithuania,51.0,193.0,471.0,3131.0,278.0,553.0,1612.0,1059.0,925.0,99.0,1048.0,64.0,59.0,,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Luxembourg,,,63.0,256.0,41.0,4.0,114.0,74.0,61.0,69.0,79.0,,,81.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Hungary,596.0,213.0,704.0,7019.0,491.0,703.0,2171.0,1468.0,2679.0,3421.0,4144.0,742.0,724.0,215.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Malta,36.0,73.0,16.0,696.0,88.0,124.0,271.0,148.0,17.0,225.0,265.0,55.0,39.0,,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Netherlands,1573.0,2603.0,5529.0,24537.0,2926.0,3337.0,8005.0,4668.0,5227.0,7664.0,11003.0,2437.0,334.0,908.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Austria,235.0,532.0,1229.0,6582.0,697.0,875.0,2231.0,1356.0,1903.0,2564.0,3122.0,661.0,558.0,,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Poland,1292.0,1638.0,4605.0,28715.0,2967.0,4013.0,10481.0,6468.0,9558.0,11254.0,13629.0,1696.0,2375.0,1773.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Portugal,442.0,1293.0,2864.0,9321.0,157.0,1521.0,3196.0,1675.0,1917.0,2405.0,3261.0,488.0,857.0,879.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Romania,,185.0,734.0,13453.0,549.0,1498.0,5185.0,3686.0,5316.0,6878.0,7535.0,1562.0,657.0,2631.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Slovenia,112.0,108.0,241.0,885.0,133.0,238.0,432.0,194.0,148.0,173.0,212.0,,4.0,,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Slovakia,82.0,191.0,476.0,2793.0,285.0,524.0,1401.0,877.0,719.0,799.0,916.0,8.0,117.0,132.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Finland,263.0,571.0,1196.0,5001.0,625.0,835.0,2007.0,1172.0,1267.0,1572.0,1798.0,305.0,226.0,188.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Sweden,277.0,761.0,1836.0,9022.0,1075.0,1715.0,3439.0,1724.0,2118.0,3027.0,3747.0,909.0,721.0,,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Iceland,,174.0,299.0,593.0,126.0,136.0,215.0,79.0,52.0,61.0,78.0,,,64.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Norway,243.0,356.0,927.0,3866.0,571.0,68.0,1603.0,923.0,864.0,106.0,1337.0,196.0,277.0,,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Switzerland,303.0,923.0,1987.0,6774.0,1064.0,948.0,2171.0,1223.0,1596.0,1988.0,2617.0,392.0,628.0,16.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
United Kingdom,6561.0,7297.0,17622.0,89118.0,10326.0,9728.0,26996.0,17268.0,20973.0,29071.0,4450.0,8098.0,15429.0,348.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Türkiye,,,,,,,,,,,,,,,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
European_Union_27_countries_from_2020,13667.0,32545.0,77536.0,364816.0,44991.0,5268.0,128248.0,75568.0,93579.0,12250.0,159032.0,28922.0,36532.0,21748.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
European_Union_29_countries_from_2013-2020,19574.0,39148.0,93661.0,449277.0,54512.0,61829.0,153746.0,91916.0,113696.0,150446.0,201871.0,3675.0,51425.0,25011.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Euro_area_19_countries_2015-2022,10725.0,28895.0,6662.0,284736.0,37725.0,41922.0,99575.0,57653.0,66369.0,88145.0,118541.0,21776.0,30396.0,16638.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Belgium,488.0,599.0,1502.0,7329.0,903.0,1082.0,2661.0,1578.0,1664.0,2273.0,3166.0,609.0,893.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Bulgaria,303.0,134.0,783.0,7854.0,649.0,911.0,2687.0,1776.0,3268.0,4026.0,4385.0,758.0,359.0,63.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Czechia,275.0,332.0,1117.0,8359.0,785.0,994.0,2521.0,1527.0,2894.0,3849.0,4721.0,955.0,872.0,77.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Denmark,181.0,381.0,912.0,4452.0,531.0,667.0,1738.0,1072.0,1115.0,1462.0,1801.0,347.0,339.0,138.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Germany,259.0,6889.0,13943.0,68359.0,7054.0,9701.0,23953.0,14253.0,16641.0,22663.0,30462.0,6022.0,7799.0,6045.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Estonia,54.0,11.0,332.0,1395.0,223.0,287.0,639.0,352.0,312.0,369.0,424.0,57.0,55.0,45.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Ireland,213.0,247.0,587.0,3513.0,34.0,406.0,1193.0,787.0,987.0,128.0,1732.0,293.0,452.0,601.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Greece,47.0,749.0,2204.0,7775.0,1455.0,1344.0,3027.0,1683.0,1763.0,2243.0,2544.0,48.0,301.0,604.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Spain,1189.0,506.0,12725.0,50711.0,7665.0,7774.0,1793.0,10157.0,11652.0,14272.0,20056.0,262.0,5784.0,4089.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
France,2774.0,5055.0,11591.0,53509.0,6536.0,7562.0,18189.0,10628.0,12228.0,1785.0,23729.0,5622.0,5879.0,1919.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Croatia,11.0,158.0,476.0,2515.0,318.0,427.0,898.0,471.0,679.0,912.0,114.0,234.0,227.0,127.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Italy,841.0,5193.0,12336.0,39293.0,7143.0,5883.0,12696.0,6813.0,8365.0,10357.0,14261.0,1992.0,3905.0,1238.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Cyprus,,131.0,32.0,104.0,189.0,23.0,52.0,289.0,14.0,166.0,199.0,,,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Latvia,54.0,43.0,18.0,1834.0,138.0,156.0,527.0,372.0,777.0,896.0,1126.0,118.0,231.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Lithuania,48.0,185.0,444.0,2999.0,259.0,53.0,1537.0,1006.0,899.0,962.0,1018.0,63.0,56.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Luxembourg,,,63.0,255.0,41.0,4.0,114.0,74.0,6.0,68.0,79.0,,,78.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Hungary,548.0,204.0,688.0,6829.0,484.0,668.0,2104.0,1436.0,2618.0,3339.0,4037.0,721.0,698.0,209.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Malta,,69.0,152.0,671.0,84.0,12.0,264.0,144.0,165.0,218.0,256.0,53.0,37.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Netherlands,1361.0,2042.0,4561.0,22449.0,252.0,3012.0,7422.0,441.0,4935.0,724.0,10465.0,2305.0,3225.0,865.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Austria,213.0,508.0,1183.0,6324.0,675.0,821.0,2131.0,131.0,1847.0,2485.0,301.0,639.0,525.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Poland,1222.0,1536.0,4414.0,27929.0,2878.0,3923.0,10251.0,6328.0,9273.0,10965.0,13264.0,1692.0,2299.0,1739.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Portugal,373.0,1194.0,269.0,8911.0,1496.0,1441.0,3063.0,1622.0,1849.0,2322.0,3157.0,473.0,836.0,838.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Romania,,184.0,73.0,13348.0,546.0,1487.0,5146.0,3659.0,5268.0,6825.0,7472.0,1557.0,647.0,262.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Slovenia,112.0,106.0,232.0,87.0,126.0,236.0,429.0,193.0,147.0,171.0,209.0,,38.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Slovakia,71.0,185.0,461.0,2705.0,276.0,501.0,1351.0,85.0,70.0,778.0,893.0,78.0,115.0,129.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Finland,231.0,51.0,1112.0,4796.0,602.0,797.0,193.0,1133.0,1239.0,1532.0,1754.0,293.0,222.0,162.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Sweden,257.0,72.0,1795.0,8793.0,1075.0,168.0,3326.0,1646.0,2097.0,2977.0,3672.0,881.0,695.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Iceland,,151.0,259.0,528.0,108.0,125.0,196.0,71.0,49.0,57.0,73.0,,,61.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Norway,212.0,337.0,878.0,3667.0,542.0,634.0,1512.0,878.0,825.0,1012.0,1276.0,188.0,264.0,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Switzerland,233.0,861.0,1866.0,6467.0,1005.0,899.0,2096.0,1197.0,1528.0,1904.0,2505.0,376.0,601.0,142.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
United Kingdom,5907.0,6604.0,16125.0,84461.0,9521.0,9149.0,25498.0,16349.0,20117.0,27946.0,42839.0,7829.0,14893.0,3264.0,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
Türkiye,,,,,,,,,,,,,,,Sheet 28,All ISCED 2011 levels,Cities,20-64,Male
European_Union_27_countries_from_2020,5104.0,12328.0,29833.0,144658.0,17505.0,20802.0,50629.0,29826.0,3762.0,49209.0,64196.0,11589.0,14987.0,8741.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
European_Union_29_countries_from_2013-2020,7422.0,14643.0,35567.0,175795.0,20924.0,23856.0,59454.0,35597.0,45133.0,5963.0,80774.0,14497.0,21145.0,9801.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Euro_area_19_countries_2015-2022,3887.0,10998.0,25659.0,11106.0,14661.0,16494.0,38948.0,22454.0,25679.0,34109.0,46452.0,8431.0,12343.0,6499.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Belgium,171.0,256.0,631.0,2941.0,374.0,442.0,108.0,638.0,65.0,892.0,1231.0,242.0,339.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Bulgaria,146.0,57.0,31.0,3318.0,253.0,369.0,1138.0,769.0,1418.0,1717.0,187.0,298.0,153.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Czechia,102.0,146.0,459.0,3666.0,313.0,412.0,1076.0,664.0,1374.0,1764.0,2131.0,39.0,367.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Denmark,71.0,125.0,331.0,161.0,206.0,244.0,643.0,399.0,409.0,527.0,636.0,118.0,109.0,51.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Germany,918.0,2164.0,4594.0,22912.0,243.0,3433.0,8032.0,4599.0,5414.0,743.0,10286.0,2016.0,2856.0,2116.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Estonia,,35.0,118.0,513.0,82.0,111.0,232.0,121.0,127.0,148.0,163.0,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Ireland,81.0,105.0,215.0,1474.0,111.0,152.0,506.0,355.0,418.0,554.0,752.0,136.0,198.0,207.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Greece,,292.0,92.0,3606.0,628.0,669.0,1479.0,81.0,84.0,1055.0,1207.0,215.0,152.0,272.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Spain,548.0,2175.0,5456.0,2243.0,3281.0,3376.0,8024.0,4648.0,502.0,6265.0,895.0,1245.0,2685.0,1936.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
France,887.0,1993.0,4481.0,20791.0,2487.0,2995.0,7007.0,4011.0,4651.0,6754.0,9304.0,2102.0,255.0,73.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Croatia,,91.0,182.0,1056.0,91.0,188.0,378.0,19.0,313.0,454.0,496.0,141.0,,45.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Italy,32.0,2178.0,5182.0,16639.0,3004.0,2265.0,5219.0,2954.0,3732.0,4619.0,6238.0,886.0,1619.0,493.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Cyprus,,51.0,116.0,38.0,65.0,88.0,18.0,92.0,58.0,69.0,85.0,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Latvia,37.0,,61.0,703.0,48.0,68.0,214.0,146.0,327.0,347.0,428.0,,81.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Lithuania,,61.0,182.0,1155.0,12.0,224.0,608.0,383.0,32.0,343.0,366.0,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Luxembourg,,,,10.0,,,41.0,,,,36.0,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Hungary,269.0,72.0,261.0,300.0,19.0,327.0,92.0,593.0,1134.0,1476.0,1818.0,342.0,341.0,116.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Malta,,,61.0,251.0,,39.0,88.0,49.0,65.0,9.0,102.0,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Netherlands,438.0,649.0,1405.0,7698.0,756.0,1003.0,2523.0,1519.0,1818.0,2648.0,377.0,829.0,1123.0,26.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Austria,7.0,174.0,371.0,223.0,196.0,32.0,77.0,45.0,651.0,879.0,109.0,228.0,211.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Poland,531.0,567.0,1701.0,11561.0,1134.0,1507.0,4076.0,2569.0,3957.0,4698.0,5784.0,742.0,1086.0,806.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Portugal,137.0,515.0,1207.0,3943.0,692.0,637.0,1381.0,743.0,761.0,1027.0,1356.0,266.0,329.0,324.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Romania,,71.0,337.0,605.0,266.0,636.0,2183.0,1548.0,2526.0,3229.0,353.0,703.0,301.0,1084.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Slovenia,48.0,46.0,104.0,379.0,58.0,107.0,192.0,85.0,56.0,68.0,83.0,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Slovakia,,94.0,197.0,121.0,103.0,262.0,656.0,394.0,275.0,311.0,357.0,,46.0,5.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Finland,99.0,161.0,337.0,1703.0,176.0,285.0,717.0,432.0,467.0,581.0,649.0,114.0,68.0,53.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Sweden,,202.0,593.0,3337.0,391.0,626.0,1266.0,64.0,811.0,1235.0,1478.0,423.0,244.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Iceland,,55.0,89.0,192.0,,41.0,75.0,,,,,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Norway,83.0,113.0,287.0,130.0,174.0,251.0,592.0,341.0,27.0,327.0,422.0,57.0,95.0,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Switzerland,64.0,316.0,606.0,2319.0,29.0,314.0,721.0,407.0,647.0,795.0,992.0,148.0,197.0,94.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
United Kingdom,2318.0,2315.0,5734.0,31137.0,3419.0,3054.0,8825.0,5771.0,7513.0,10421.0,16578.0,2908.0,6157.0,106.0,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
Türkiye,,,,,,,,,,,,,,,Sheet 29,All ISCED 2011 levels,Cities,35-49,Male
European_Union_27_countries_from_2020,6137.0,11377.0,26443.0,114321.0,15066.0,1639.0,4010.0,23711.0,27591.0,36046.0,47778.0,8455.0,11733.0,7229.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
European_Union_29_countries_from_2013-2020,9149.0,1346.0,31411.0,138712.0,17952.0,19418.0,48032.0,28614.0,32826.0,43518.0,59269.0,10692.0,15751.0,8365.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Euro_area_19_countries_2015-2022,5064.0,10145.0,23112.0,92309.0,12966.0,13472.0,3211.0,18638.0,2027.0,27004.0,37087.0,6734.0,10083.0,5772.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Belgium,222.0,155.0,397.0,1902.0,241.0,237.0,692.0,456.0,419.0,558.0,813.0,139.0,254.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Bulgaria,10.0,,28.0,2536.0,24.0,324.0,885.0,561.0,1053.0,1265.0,1371.0,212.0,106.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Czechia,13.0,118.0,389.0,2483.0,271.0,321.0,744.0,423.0,739.0,1038.0,1349.0,30.0,311.0,62.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Denmark,85.0,108.0,22.0,1203.0,112.0,15.0,47.0,32.0,34.0,42.0,513.0,81.0,93.0,55.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Germany,1214.0,2202.0,4617.0,23146.0,2415.0,318.0,8312.0,5132.0,5484.0,7365.0,10216.0,1881.0,2851.0,216.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Estonia,,,86.0,382.0,55.0,57.0,163.0,106.0,83.0,106.0,133.0,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Ireland,118.0,88.0,171.0,849.0,82.0,116.0,281.0,165.0,233.0,315.0,398.0,82.0,83.0,13.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Greece,,269.0,721.0,2325.0,452.0,389.0,893.0,504.0,468.0,613.0,711.0,145.0,98.0,233.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Spain,435.0,1811.0,4395.0,16239.0,2583.0,2573.0,5742.0,3169.0,3434.0,4234.0,6103.0,80.0,1869.0,1277.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
France,1225.0,1617.0,3832.0,15693.0,2214.0,219.0,5329.0,3139.0,3314.0,4934.0,6531.0,162.0,1597.0,684.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Croatia,63.0,,155.0,758.0,132.0,157.0,269.0,112.0,212.0,27.0,335.0,58.0,64.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Italy,471.0,2213.0,5075.0,1513.0,2861.0,2331.0,4698.0,2367.0,3146.0,3866.0,5358.0,721.0,1492.0,496.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Cyprus,,46.0,114.0,338.0,68.0,68.0,162.0,95.0,45.0,52.0,61.0,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Latvia,,,89.0,623.0,63.0,66.0,191.0,125.0,197.0,252.0,343.0,55.0,91.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Lithuania,,56.0,124.0,922.0,67.0,163.0,46.0,297.0,296.0,314.0,338.0,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Luxembourg,,,,51.0,,,,,,,,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Hungary,225.0,66.0,231.0,1849.0,165.0,181.0,579.0,398.0,662.0,833.0,1038.0,171.0,206.0,6.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Malta,,,45.0,175.0,,,68.0,36.0,43.0,55.0,62.0,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Netherlands,767.0,765.0,1599.0,7497.0,834.0,942.0,2419.0,1477.0,1523.0,2314.0,3479.0,791.0,1165.0,35.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Austria,128.0,17.0,394.0,1839.0,224.0,216.0,62.0,404.0,495.0,692.0,825.0,197.0,133.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Poland,358.0,56.0,1301.0,7339.0,741.0,1033.0,2693.0,166.0,2432.0,2797.0,3345.0,364.0,548.0,52.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Portugal,218.0,424.0,90.0,2932.0,475.0,511.0,1054.0,543.0,574.0,712.0,978.0,138.0,266.0,316.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Romania,,83.0,236.0,3526.0,152.0,357.0,1409.0,1052.0,1344.0,172.0,1881.0,376.0,161.0,659.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Slovenia,,,64.0,236.0,39.0,56.0,118.0,61.0,,4.0,54.0,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Slovakia,41.0,4.0,126.0,688.0,86.0,116.0,344.0,228.0,161.0,182.0,218.0,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Finland,99.0,175.0,346.0,1342.0,171.0,222.0,542.0,32.0,314.0,389.0,454.0,75.0,64.0,6.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Sweden,,232.0,519.0,2319.0,287.0,394.0,941.0,547.0,539.0,699.0,858.0,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Iceland,,47.0,89.0,18.0,42.0,49.0,69.0,,,,,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Norway,84.0,83.0,228.0,995.0,144.0,179.0,425.0,246.0,22.0,274.0,342.0,54.0,68.0,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Switzerland,188.0,277.0,622.0,1882.0,345.0,313.0,644.0,33.0,348.0,449.0,616.0,10.0,168.0,39.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
United Kingdom,3012.0,2083.0,4969.0,24391.0,2886.0,3028.0,7931.0,4904.0,5235.0,7473.0,11491.0,2237.0,4018.0,1136.0,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
Türkiye,,,,,,,,,,,,,,,Sheet 30,All ISCED 2011 levels,Cities,50-74,Male
European_Union_27_countries_from_2020,,2059.0,4544.0,17424.0,2485.0,2598.0,5893.0,3295.0,4157.0,5214.0,6987.0,1057.0,1773.0,1581.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
European_Union_29_countries_from_2013-2020,,2596.0,5765.0,22556.0,3169.0,3344.0,7844.0,450.0,5204.0,6563.0,8947.0,1358.0,2384.0,1966.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
Euro_area_19_countries_2015-2022,,1928.0,4229.0,15706.0,2301.0,2269.0,5209.0,294.0,3722.0,4645.0,6269.0,923.0,1624.0,1491.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
Belgium,,35.0,102.0,482.0,67.0,85.0,189.0,104.0,111.0,133.0,191.0,,58.0,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Bulgaria,,,,175.0,,,75.0,,55.0,67.0,67.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Czechia,,,,142.0,,,46.0,,46.0,58.0,77.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Denmark,,57.0,99.0,285.0,42.0,55.0,106.0,51.0,41.0,58.0,8.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Germany,,,698.0,4211.0,,,1464.0,1064.0,1115.0,1548.0,205.0,,502.0,724.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
Estonia,,,,58.0,,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Ireland,,,,73.0,,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Greece,,,46.0,137.0,35.0,,,,43.0,53.0,59.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Spain,52.0,375.0,912.0,3358.0,537.0,537.0,1086.0,548.0,945.0,1036.0,136.0,91.0,324.0,338.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
France,,,,1883.0,,,502.0,,,611.0,888.0,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Croatia,,,,,,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Italy,,291.0,658.0,2141.0,368.0,47.0,783.0,313.0,36.0,452.0,70.0,92.0,247.0,121.0,Sheet 31,ISCED 0–2,Cities,15-34,Male
Cyprus,,,,37.0,,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Latvia,,,,46.0,,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
Lithuania,,,,,,,,,,,,,,,Sheet 31,ISCED 0–2,Cities,15-34,Male
