Region,0,1-9,10-14,15-19,20-29,30-44,45-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Norway,201.0,487.0,361.0,299.0,406.0,421.0,78.0,309.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
Switzerland,47.0,54.0,397.0,528.0,426.0,58.0,204.0,289.0,7.0,Sheet 7,ISCED 0–2,Total,15-74,Male
United Kingdom,181.0,4262.0,4541.0,3892.0,599.0,5931.0,1785.0,3993.0,1565.0,Sheet 7,ISCED 0–2,Total,15-74,Male
Türkiye,4061.0,16323.0,1640.0,11867.0,20394.0,2312.0,4049.0,7792.0,,Sheet 7,ISCED 0–2,Total,15-74,Male
European_Union_27_countries_from_2020,4655.0,28701.0,30227.0,24965.0,3026.0,32496.0,7891.0,13888.0,13614.0,Sheet 8,ISCED 0–2,Total,20-64,Male
European_Union_29_countries_from_2013-2020,6076.0,3243.0,34272.0,28625.0,35818.0,38057.0,9594.0,17592.0,15058.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Euro_area_19_countries_2015-2022,3521.0,25849.0,27024.0,21719.0,25864.0,27297.0,6762.0,12042.0,1129.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Belgium,303.0,436.0,654.0,639.0,931.0,90.0,314.0,422.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Bulgaria,95.0,82.0,344.0,381.0,532.0,601.0,116.0,119.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Czechia,,119.0,16.0,166.0,27.0,248.0,76.0,105.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Denmark,109.0,345.0,264.0,288.0,426.0,448.0,164.0,26.0,108.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Germany,,2613.0,3209.0,253.0,4202.0,4408.0,125.0,1939.0,2921.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Estonia,,52.0,53.0,45.0,61.0,81.0,,39.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Ireland,178.0,216.0,175.0,141.0,213.0,248.0,6.0,13.0,196.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Greece,,736.0,1113.0,741.0,676.0,467.0,81.0,49.0,475.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Spain,621.0,6135.0,6012.0,5159.0,5763.0,6217.0,129.0,3245.0,3482.0,Sheet 8,ISCED 0–2,Total,20-64,Male
France,733.0,2402.0,2721.0,2567.0,3366.0,380.0,149.0,1781.0,822.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Croatia,73.0,63.0,92.0,89.0,13.0,11.0,,58.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Italy,473.0,9192.0,9264.0,6457.0,6956.0,7251.0,1188.0,2852.0,1722.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Cyprus,,42.0,63.0,56.0,117.0,36.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Male
Latvia,,38.0,4.0,48.0,101.0,117.0,,64.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Lithuania,,5.0,43.0,49.0,57.0,91.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Male
Luxembourg,,,,,,59.0,,,71.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Hungary,94.0,198.0,426.0,295.0,454.0,657.0,134.0,312.0,109.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Malta,,59.0,74.0,102.0,117.0,13.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Male
Netherlands,375.0,898.0,962.0,983.0,1187.0,1213.0,403.0,535.0,345.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Austria,82.0,354.0,284.0,29.0,294.0,431.0,114.0,187.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Poland,341.0,569.0,667.0,752.0,814.0,1036.0,118.0,307.0,404.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Portugal,29.0,2242.0,199.0,1607.0,1425.0,1475.0,318.0,576.0,1143.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Romania,302.0,1078.0,834.0,936.0,1253.0,1532.0,425.0,471.0,1561.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Slovenia,85.0,5.0,57.0,54.0,48.0,92.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Male
Slovakia,,56.0,152.0,96.0,158.0,91.0,,,,Sheet 8,ISCED 0–2,Total,20-64,Male
Finland,,261.0,138.0,128.0,16.0,189.0,81.0,81.0,63.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Sweden,,398.0,417.0,339.0,517.0,569.0,,214.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Iceland,,93.0,,,,,,,,Sheet 8,ISCED 0–2,Total,20-64,Male
Norway,155.0,368.0,281.0,232.0,327.0,376.0,72.0,269.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
Switzerland,37.0,366.0,282.0,305.0,318.0,321.0,153.0,212.0,65.0,Sheet 8,ISCED 0–2,Total,20-64,Male
United Kingdom,1421.0,3729.0,4045.0,366.0,5558.0,5561.0,1702.0,3704.0,1445.0,Sheet 8,ISCED 0–2,Total,20-64,Male
Türkiye,3481.0,13823.0,14197.0,10505.0,18038.0,20645.0,3711.0,7072.0,,Sheet 8,ISCED 0–2,Total,20-64,Male
European_Union_27_countries_from_2020,1511.0,10892.0,11701.0,9792.0,11896.0,12836.0,3126.0,5653.0,5181.0,Sheet 9,ISCED 0–2,Total,35-49,Male
European_Union_29_countries_from_2013-2020,1956.0,12226.0,13016.0,10952.0,13516.0,14701.0,3695.0,7137.0,5768.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Euro_area_19_countries_2015-2022,1083.0,9922.0,10523.0,8519.0,10285.0,10669.0,268.0,4959.0,4226.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Belgium,83.0,15.0,235.0,256.0,325.0,297.0,162.0,191.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
Bulgaria,,,137.0,146.0,204.0,30.0,56.0,56.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
Czechia,,43.0,72.0,54.0,86.0,74.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Denmark,,105.0,87.0,66.0,126.0,16.0,,63.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
Germany,,87.0,120.0,883.0,1348.0,1463.0,,779.0,853.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Estonia,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Ireland,48.0,69.0,6.0,41.0,71.0,94.0,,42.0,65.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Greece,,238.0,482.0,342.0,261.0,22.0,,,217.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Spain,201.0,2602.0,2421.0,2133.0,2573.0,267.0,55.0,1382.0,157.0,Sheet 9,ISCED 0–2,Total,35-49,Male
France,,731.0,976.0,106.0,1227.0,129.0,662.0,704.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
Croatia,,,,,44.0,64.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Italy,149.0,3724.0,3733.0,2585.0,3071.0,3072.0,399.0,1203.0,631.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Cyprus,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Latvia,,,,,58.0,51.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Lithuania,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Luxembourg,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Hungary,4.0,86.0,181.0,148.0,179.0,294.0,59.0,122.0,61.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Malta,,,,,42.0,47.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Netherlands,101.0,277.0,231.0,253.0,388.0,483.0,143.0,226.0,95.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Austria,,125.0,82.0,98.0,116.0,138.0,,55.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
Poland,132.0,203.0,234.0,287.0,286.0,372.0,,95.0,122.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Portugal,,911.0,842.0,649.0,563.0,607.0,158.0,235.0,454.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Romania,141.0,408.0,318.0,403.0,526.0,665.0,192.0,257.0,659.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Slovenia,,,,,,39.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Slovakia,,,62.0,45.0,63.0,,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Finland,,65.0,58.0,42.0,68.0,62.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Sweden,,,,,,237.0,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Iceland,,,,,,,,,,Sheet 9,ISCED 0–2,Total,35-49,Male
Norway,75.0,103.0,89.0,62.0,105.0,109.0,,72.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
Switzerland,,164.0,93.0,68.0,12.0,112.0,86.0,57.0,53.0,Sheet 9,ISCED 0–2,Total,35-49,Male
United Kingdom,445.0,1334.0,1315.0,1159.0,162.0,1866.0,57.0,1484.0,588.0,Sheet 9,ISCED 0–2,Total,35-49,Male
Türkiye,1238.0,5732.0,612.0,4804.0,8161.0,9286.0,1794.0,316.0,,Sheet 9,ISCED 0–2,Total,35-49,Male
European_Union_27_countries_from_2020,3253.0,13933.0,12797.0,9796.0,11867.0,11826.0,2986.0,4936.0,5694.0,Sheet 10,ISCED 0–2,Total,50-74,Male
European_Union_29_countries_from_2013-2020,4408.0,15651.0,14634.0,11456.0,14458.0,14115.0,3655.0,6425.0,6167.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Euro_area_19_countries_2015-2022,2598.0,12393.0,11459.0,8829.0,10272.0,10357.0,2676.0,4402.0,4901.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Belgium,188.0,193.0,277.0,21.0,378.0,36.0,98.0,119.0,,Sheet 10,ISCED 0–2,Total,50-74,Male
Bulgaria,,,149.0,139.0,211.0,162.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Czechia,,,,4.0,6.0,36.0,,37.0,,Sheet 10,ISCED 0–2,Total,50-74,Male
Denmark,86.0,165.0,12.0,135.0,175.0,167.0,81.0,10.0,41.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Germany,,775.0,1027.0,733.0,1443.0,1185.0,,,1027.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Estonia,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Ireland,212.0,159.0,111.0,10.0,121.0,134.0,,69.0,134.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Greece,,485.0,593.0,376.0,321.0,195.0,38.0,,235.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Spain,336.0,2464.0,2414.0,1849.0,2042.0,208.0,505.0,1297.0,1352.0,Sheet 10,ISCED 0–2,Total,50-74,Male
France,,1293.0,1092.0,1109.0,1468.0,1657.0,633.0,603.0,,Sheet 10,ISCED 0–2,Total,50-74,Male
Croatia,71.0,6.0,48.0,,77.0,,,45.0,,Sheet 10,ISCED 0–2,Total,50-74,Male
Italy,337.0,4735.0,4236.0,286.0,2877.0,3257.0,627.0,1239.0,888.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Cyprus,,,,,65.0,,,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Latvia,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Lithuania,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Luxembourg,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Hungary,42.0,65.0,141.0,68.0,153.0,149.0,,68.0,,Sheet 10,ISCED 0–2,Total,50-74,Male
Malta,,,,42.0,42.0,47.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Netherlands,311.0,503.0,415.0,496.0,534.0,507.0,197.0,229.0,177.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Austria,,125.0,114.0,83.0,102.0,96.0,,63.0,,Sheet 10,ISCED 0–2,Total,50-74,Male
Poland,182.0,382.0,251.0,157.0,25.0,321.0,,,155.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Portugal,404.0,1337.0,948.0,786.0,722.0,588.0,151.0,252.0,615.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Romania,153.0,537.0,38.0,255.0,424.0,361.0,,101.0,55.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Slovenia,66.0,,,,,38.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Slovakia,,,47.0,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Finland,,198.0,63.0,75.0,69.0,85.0,,,54.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Sweden,,274.0,217.0,,245.0,235.0,,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Iceland,,,,,,,,,,Sheet 10,ISCED 0–2,Total,50-74,Male
Norway,52.0,129.0,101.0,91.0,107.0,113.0,,114.0,,Sheet 10,ISCED 0–2,Total,50-74,Male
Switzerland,,205.0,11.0,148.0,12.0,101.0,,44.0,,Sheet 10,ISCED 0–2,Total,50-74,Male
United Kingdom,1155.0,1717.0,1837.0,166.0,2591.0,2289.0,67.0,1489.0,474.0,Sheet 10,ISCED 0–2,Total,50-74,Male
Türkiye,1836.0,6521.0,545.0,2986.0,5017.0,5304.0,816.0,1695.0,,Sheet 10,ISCED 0–2,Total,50-74,Male
European_Union_27_countries_from_2020,4246.0,20839.0,2244.0,22471.0,3089.0,32992.0,8751.0,12171.0,8248.0,Sheet 11,ISCED 3–4,Total,15-34,Male
European_Union_29_countries_from_2013-2020,4951.0,24204.0,26238.0,25869.0,35675.0,3820.0,10443.0,1521.0,8999.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Euro_area_19_countries_2015-2022,2704.0,16556.0,16623.0,15581.0,21287.0,2113.0,5828.0,840.0,5145.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Belgium,242.0,396.0,487.0,566.0,761.0,842.0,298.0,342.0,,Sheet 11,ISCED 3–4,Total,15-34,Male
Bulgaria,75.0,7.0,356.0,391.0,654.0,823.0,209.0,162.0,,Sheet 11,ISCED 3–4,Total,15-34,Male
Czechia,124.0,44.0,875.0,828.0,113.0,139.0,347.0,603.0,,Sheet 11,ISCED 3–4,Total,15-34,Male
Denmark,67.0,336.0,295.0,242.0,365.0,421.0,139.0,246.0,63.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Germany,792.0,5148.0,435.0,4339.0,7189.0,7046.0,212.0,2855.0,2147.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Estonia,,67.0,108.0,121.0,142.0,122.0,,,,Sheet 11,ISCED 3–4,Total,15-34,Male
Ireland,7.0,185.0,236.0,194.0,263.0,32.0,79.0,195.0,267.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Greece,,454.0,80.0,554.0,515.0,443.0,67.0,,22.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Spain,96.0,1075.0,1176.0,104.0,1152.0,126.0,202.0,67.0,578.0,Sheet 11,ISCED 3–4,Total,15-34,Male
France,553.0,2759.0,2607.0,3048.0,3963.0,3715.0,113.0,1521.0,642.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Croatia,79.0,191.0,403.0,307.0,435.0,556.0,85.0,15.0,10.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Italy,193.0,3434.0,339.0,2536.0,2793.0,2679.0,598.0,1067.0,571.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Cyprus,,,75.0,71.0,73.0,,,,,Sheet 11,ISCED 3–4,Total,15-34,Male
Latvia,,,49.0,48.0,121.0,313.0,68.0,124.0,,Sheet 11,ISCED 3–4,Total,15-34,Male
Lithuania,48.0,99.0,15.0,136.0,307.0,28.0,,67.0,,Sheet 11,ISCED 3–4,Total,15-34,Male
Luxembourg,,,,,,37.0,,,44.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Hungary,196.0,252.0,517.0,498.0,822.0,1411.0,345.0,557.0,202.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Malta,,,,37.0,37.0,68.0,,,,Sheet 11,ISCED 3–4,Total,15-34,Male
Netherlands,286.0,1012.0,1049.0,989.0,1251.0,1229.0,456.0,682.0,238.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Austria,55.0,708.0,564.0,537.0,765.0,91.0,285.0,298.0,,Sheet 11,ISCED 3–4,Total,15-34,Male
Poland,748.0,1778.0,2111.0,2855.0,3749.0,4174.0,677.0,1144.0,103.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Portugal,81.0,445.0,548.0,394.0,396.0,42.0,97.0,16.0,259.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Romania,142.0,377.0,598.0,963.0,1766.0,2141.0,723.0,498.0,1577.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Slovenia,138.0,132.0,119.0,137.0,159.0,223.0,44.0,58.0,,Sheet 11,ISCED 3–4,Total,15-34,Male
Slovakia,7.0,14.0,426.0,435.0,906.0,724.0,136.0,143.0,59.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Finland,53.0,418.0,442.0,387.0,465.0,465.0,139.0,128.0,91.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Sweden,,839.0,664.0,804.0,683.0,945.0,397.0,411.0,,Sheet 11,ISCED 3–4,Total,15-34,Male
Iceland,,56.0,,,,,,,,Sheet 11,ISCED 3–4,Total,15-34,Male
Norway,10.0,373.0,31.0,307.0,332.0,401.0,108.0,217.0,,Sheet 11,ISCED 3–4,Total,15-34,Male
Switzerland,74.0,604.0,456.0,339.0,736.0,812.0,223.0,292.0,,Sheet 11,ISCED 3–4,Total,15-34,Male
United Kingdom,706.0,3365.0,3798.0,3398.0,4785.0,5208.0,1692.0,3039.0,751.0,Sheet 11,ISCED 3–4,Total,15-34,Male
Türkiye,261.0,2313.0,2969.0,263.0,4313.0,5259.0,1135.0,1677.0,,Sheet 11,ISCED 3–4,Total,15-34,Male
European_Union_27_countries_from_2020,19449.0,67614.0,71111.0,70716.0,97363.0,106039.0,29787.0,42836.0,28672.0,Sheet 12,ISCED 3–4,Total,15-74,Male
European_Union_29_countries_from_2013-2020,23237.0,75312.0,79955.0,78517.0,10955.0,119063.0,34294.0,51553.0,30935.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Euro_area_19_countries_2015-2022,12852.0,52559.0,51659.0,4831.0,66641.0,66871.0,20525.0,30362.0,17837.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Belgium,969.0,1091.0,1277.0,1454.0,1971.0,2268.0,85.0,1029.0,,Sheet 12,ISCED 3–4,Total,15-74,Male
Bulgaria,423.0,296.0,1519.0,1582.0,2494.0,3127.0,603.0,531.0,96.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Czechia,516.0,1909.0,2992.0,3106.0,4134.0,509.0,1352.0,2189.0,261.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Denmark,418.0,985.0,836.0,819.0,1147.0,1295.0,479.0,706.0,225.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Germany,3569.0,15233.0,14648.0,14294.0,22735.0,22915.0,7585.0,10618.0,7903.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Estonia,6.0,208.0,306.0,314.0,37.0,361.0,98.0,119.0,92.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Ireland,382.0,54.0,515.0,461.0,733.0,858.0,258.0,499.0,65.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Greece,51.0,155.0,2513.0,1896.0,1797.0,1522.0,291.0,209.0,898.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Spain,542.0,4013.0,4207.0,3424.0,4308.0,4366.0,1056.0,2518.0,2181.0,Sheet 12,ISCED 3–4,Total,15-74,Male
France,3266.0,9181.0,7934.0,8812.0,12318.0,11096.0,397.0,5076.0,2488.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Croatia,378.0,729.0,94.0,873.0,1027.0,1363.0,28.0,379.0,251.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Italy,1023.0,11989.0,11312.0,8557.0,942.0,10442.0,2361.0,5222.0,1785.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Cyprus,,119.0,179.0,201.0,219.0,144.0,,,,Sheet 12,ISCED 3–4,Total,15-74,Male
Latvia,52.0,144.0,242.0,242.0,496.0,82.0,202.0,395.0,,Sheet 12,ISCED 3–4,Total,15-74,Male
Lithuania,146.0,343.0,527.0,604.0,978.0,952.0,9.0,213.0,,Sheet 12,ISCED 3–4,Total,15-74,Male
Luxembourg,,,39.0,37.0,73.0,94.0,,37.0,135.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Hungary,1003.0,1028.0,2136.0,167.0,2796.0,4227.0,993.0,1696.0,642.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Malta,,42.0,6.0,76.0,86.0,124.0,52.0,39.0,,Sheet 12,ISCED 3–4,Total,15-74,Male
Netherlands,1198.0,2354.0,2251.0,2419.0,3329.0,3339.0,1535.0,1918.0,689.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Austria,386.0,2237.0,160.0,1579.0,2156.0,2501.0,985.0,99.0,,Sheet 12,ISCED 3–4,Total,15-74,Male
Poland,2954.0,6264.0,6889.0,8759.0,10699.0,13173.0,2148.0,3903.0,3659.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Portugal,231.0,1176.0,1271.0,931.0,985.0,1069.0,219.0,454.0,515.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Romania,581.0,1697.0,2329.0,3445.0,639.0,8091.0,2364.0,1752.0,5282.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Slovenia,502.0,44.0,44.0,468.0,544.0,577.0,129.0,194.0,,Sheet 12,ISCED 3–4,Total,15-74,Male
Slovakia,282.0,619.0,1444.0,1622.0,2934.0,2208.0,385.0,479.0,198.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Finland,146.0,1252.0,894.0,919.0,1191.0,1212.0,391.0,325.0,279.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Sweden,324.0,2149.0,1811.0,2154.0,2034.0,2802.0,1042.0,1318.0,419.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Iceland,,169.0,56.0,59.0,4.0,,,,44.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Norway,472.0,1138.0,891.0,814.0,931.0,1055.0,305.0,737.0,,Sheet 12,ISCED 3–4,Total,15-74,Male
Switzerland,28.0,212.0,1412.0,1294.0,190.0,1854.0,612.0,851.0,21.0,Sheet 12,ISCED 3–4,Total,15-74,Male
United Kingdom,3788.0,7698.0,8844.0,780.0,12187.0,13024.0,4507.0,8717.0,2263.0,Sheet 12,ISCED 3–4,Total,15-74,Male
Türkiye,663.0,5394.0,6241.0,5791.0,8785.0,10873.0,2618.0,3637.0,,Sheet 12,ISCED 3–4,Total,15-74,Male
European_Union_27_countries_from_2020,18164.0,64284.0,68535.0,68557.0,94827.0,103799.0,29174.0,41803.0,27601.0,Sheet 13,ISCED 3–4,Total,20-64,Male
European_Union_29_countries_from_2013-2020,21507.0,71044.0,76253.0,75427.0,106079.0,115918.0,33464.0,50124.0,29673.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Euro_area_19_countries_2015-2022,11918.0,49923.0,49884.0,46727.0,64693.0,6537.0,20086.0,29561.0,17161.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Belgium,936.0,1054.0,124.0,1432.0,1932.0,2227.0,844.0,1018.0,,Sheet 13,ISCED 3–4,Total,20-64,Male
Bulgaria,408.0,29.0,1451.0,1516.0,2401.0,3043.0,593.0,525.0,95.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Czechia,482.0,1838.0,2889.0,3031.0,4047.0,497.0,1317.0,215.0,242.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Denmark,368.0,91.0,802.0,76.0,111.0,1239.0,467.0,684.0,197.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Germany,3179.0,14254.0,14183.0,13718.0,22045.0,22439.0,7437.0,10281.0,7554.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Estonia,6.0,194.0,289.0,303.0,359.0,347.0,94.0,115.0,9.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Ireland,352.0,505.0,466.0,433.0,702.0,828.0,241.0,478.0,605.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Greece,51.0,153.0,2467.0,1873.0,1768.0,1492.0,291.0,205.0,881.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Spain,535.0,3881.0,414.0,3367.0,422.0,4313.0,1041.0,2466.0,216.0,Sheet 13,ISCED 3–4,Total,20-64,Male
France,3088.0,881.0,7631.0,846.0,11875.0,10739.0,3876.0,4984.0,2386.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Croatia,362.0,711.0,908.0,865.0,1005.0,1297.0,278.0,379.0,24.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Italy,956.0,11543.0,11009.0,8363.0,9185.0,10245.0,2298.0,5089.0,1746.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Cyprus,,111.0,17.0,196.0,214.0,139.0,,,,Sheet 13,ISCED 3–4,Total,20-64,Male
Latvia,5.0,133.0,233.0,239.0,483.0,799.0,198.0,379.0,,Sheet 13,ISCED 3–4,Total,20-64,Male
Lithuania,135.0,324.0,505.0,579.0,939.0,93.0,88.0,211.0,,Sheet 13,ISCED 3–4,Total,20-64,Male
Luxembourg,,,39.0,37.0,72.0,94.0,,37.0,133.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Hungary,969.0,991.0,2088.0,1609.0,2759.0,4194.0,98.0,1668.0,622.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Malta,,41.0,58.0,74.0,82.0,118.0,5.0,38.0,,Sheet 13,ISCED 3–4,Total,20-64,Male
Netherlands,1062.0,1992.0,1948.0,2236.0,3154.0,3209.0,1491.0,1829.0,628.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Austria,361.0,2178.0,1561.0,1542.0,2113.0,2469.0,97.0,979.0,,Sheet 13,ISCED 3–4,Total,20-64,Male
Poland,2868.0,6042.0,6614.0,8607.0,10517.0,12974.0,2114.0,3828.0,3572.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Portugal,217.0,1142.0,1227.0,917.0,965.0,1026.0,212.0,442.0,496.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Romania,507.0,1498.0,2198.0,3347.0,6314.0,8011.0,2337.0,1734.0,510.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Slovenia,483.0,432.0,433.0,462.0,541.0,572.0,129.0,19.0,,Sheet 13,ISCED 3–4,Total,20-64,Male
Slovakia,272.0,607.0,1412.0,160.0,2889.0,2186.0,379.0,477.0,194.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Finland,14.0,1161.0,872.0,894.0,1154.0,1196.0,378.0,314.0,264.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Sweden,282.0,2081.0,1703.0,2095.0,1981.0,2701.0,1002.0,1274.0,373.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Iceland,,146.0,47.0,56.0,35.0,,,,42.0,Sheet 13,ISCED 3–4,Total,20-64,Male
Norway,42.0,1053.0,844.0,781.0,889.0,1004.0,295.0,709.0,,Sheet 13,ISCED 3–4,Total,20-64,Male
Switzerland,213.0,1945.0,1362.0,1235.0,1857.0,1783.0,604.0,795.0,192.0,Sheet 13,ISCED 3–4,Total,20-64,Male
United Kingdom,3343.0,676.0,7718.0,687.0,11252.0,12119.0,429.0,8321.0,2072.0,Sheet 13,ISCED 3–4,Total,20-64,Male
